Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,-,New X-Men,117,$2.25,Marvel,"136,919"
2,-,Uncanny X-Men,397,$2.25,Marvel,"132,181"
3,-,Ultimate X-Men,9,$2.25,Marvel,"113,831"
4,-,X-Treme X-Men,4,$2.99,Marvel,"108,527"
5,-,Green Arrow,7,$2.50,DC,"91,791"
6,-,Amazing Spider-Man,34,$2.25,Marvel,"90,497"
7,-,Ultimate Spider-Man,12,$2.25,Marvel,"89,154"
8,-,Elektra,2,$2.99,Marvel,"80,987"
9,-,Wolverine,167,$2.25,Marvel,"79,865"
10,-,Punisher,3,$2.99,Marvel,"79,615"
11,-,JLA,57,$2.25,DC,"78,970"
12,-,Daredevil Yellow,3,$3.50,Marvel,"70,877"
13,-,Avengers,45,$2.25,Marvel,"70,011"
14,-,Cyclops,1,$2.50,Marvel,"69,008"
15,-,Rogue,1,$2.50,Marvel,"66,705"
16,-,Ultimate Marvel Team Up,7,$2.25,Marvel,"61,687"
17,-,Daredevil,22,$2.99,Marvel,"60,049"
18,-,Daredevil,23,$2.99,Marvel,"59,857"
19,-,Just Imagine Stan Lee W/Jim Lee Creating Wonder Woman,,$5.95,DC,"59,011"
20,-,X-Force,119,$2.25,Marvel,"58,962"
21,-,Peter Parker Spider-Man,34,$2.25,Marvel,"58,947"
22,-,Fantastic Four,46,$2.25,Marvel,"57,732"
23,-,Universe,1,$2.50,Image,"57,570"
24,-,Spawn,113,$2.50,Image,"56,000"
25,-,Exiles,3,$2.25,Marvel,"54,874"
26,-,Superman,173,$2.25,DC,"53,383"
27,-,Brotherhood,4,$2.25,Marvel,"51,213"
28,-,Action Comics,782,$2.25,DC,"49,580"
29,-,Batman,594,$2.25,DC,"49,196"
30,-,Adventures of Superman,595,$2.25,DC,"48,695"
31,-,Superman The Man of Steel,117,$2.25,DC,"48,045"
32,-,Fantastic Four 1234,2,$2.99,Marvel,"47,750"
33,-,Ghost Rider Hammer Lane,3,$2.99,Marvel,"47,288"
34,-,JSA,27,$2.50,DC,"46,707"
35,-,Authority,25,$2.50,DC,"46,673"
36,-,Thor,40,$2.25,Marvel,"44,862"
37,-,Worlds Finest Our Worlds At War,1,$2.95,DC,"44,803"
38,-,Detective Comics,761,$2.50,DC,"43,514"
39,-,Midnight Nation,10,$2.50,Image,"42,447"
40,-,JLA Incarnations,4,$3.50,DC,"42,078"
41,-,Iron Man,45,$2.25,Marvel,"41,792"
42,-,Deadpool Agent of Weapon X,1,$2.25,Marvel,"41,286"
43,-,Tomb Raider,16,$2.50,Image,"41,089"
44,-,Captain America,46,$2.25,Marvel,"41,025"
45,-,Planetary,15,$2.50,DC,"40,931"
46,-,Nightwing,60,$2.25,DC,"40,390"
47,-,Tangled Web,5,$2.99,Marvel,"40,179"
48,-,Batgirl,19,$2.50,DC,"40,021"
49,-,Thunderbolts,55,$2.25,Marvel,"38,373"
50,-,Incredible Hulk,31,$2.25,Marvel,"38,299"
51,-,Flash Our Worlds At War,1,$2.95,DC,"38,201"
52,-,Batman Gotham Knights,20,$2.50,DC,"38,152"
53,-,Green Lantern,141,$2.25,DC,"37,803"
54,-,Cable,96,$2.25,Marvel,"37,434"
55,-,Batman Legends of the Dark Knight,146,$2.25,DC,"37,153"
56,-,Wonder Woman,173,$2.25,DC,"36,769"
57,-,Harley Quinn Our Worlds At War,1,$2.95,DC,"35,982"
58,-,Deadman Dead Again,1,$2.50,DC,"35,751"
59,-,Deadman Dead Again,2,$2.50,DC,"34,560"
60,-,Startling Stories Banner,2,$2.99,Marvel,"34,418"
61,-,Deadman Dead Again,3,$2.50,DC,"34,241"
62,-,Deadman Dead Again,4,$2.50,DC,"33,862"
63,-,Superman & Batman Generations II,1,$5.95,DC,"33,803"
64,-,Deadman Dead Again,5,$2.50,DC,"33,778"
65,-,Ninja Boy,1,$3.50,DC,"33,503"
66,-,Out There,4,$2.50,DC,"33,227"
67,-,Young Justice,36,$2.50,DC,"32,829"
68,-,Harley Quinn,11,$2.25,DC,"30,674"
69,-,Iron Man 2001 Annual,,$2.99,Marvel,"30,649"
70,-,Titans,32,$2.50,DC,"30,517"
71,-,Avengers The Ultron Imperative,,$5.99,Marvel,"30,438"
72,-,Flash,177,$2.25,DC,"30,428"
73,-,Batman Orpheus Rising,1,$2.50,DC,"30,344"
74,-,Hellspawn,13,$2.50,Image,"30,029"
75,-,Star Wars Infinities A New Hope,4,$2.99,Dark Horse,"29,995"
76,-,Defenders,8,$2.25,Marvel,"29,951"
77,-,Robin,93,$2.25,DC,"29,823"
78,-,Spectre,8,$2.50,DC,"28,913"
79,-,Tom Strong,15,$2.95,DC,"28,873"
80,-,Supergirl,61,$2.25,DC,"28,283"
81,-,Captain Marvel,22,$2.50,Marvel,"27,835"
82,-,Spider-Girl,37,$2.25,Marvel,"27,491"
83,-,Star Wars Jedi Vs Sith,5,$2.99,Dark Horse,"26,861"
84,-,Birds of Prey,34,$2.50,DC,"26,689"
85,-,Powers,1/2,$2.95,Image,"25,592"
86,-,Star Wars,33,$2.99,Dark Horse,"25,533"
87,-,Hellboy Conqueror Worm,4,$2.99,Dark Horse,"25,238"
88,-,Promethea,16,$2.95,DC,"25,056"
89,-,Superboy,91,$2.25,DC,"24,308"
90,-,Legion Worlds,5,$3.95,DC,"23,521"
91,-,Shidima,6,$2.95,Image,"23,511"
92,-,Monarchy,6,$2.50,DC,"23,280"
93,-,Gen 13,68,$2.50,DC,"23,265"
94,-,Adventures In The Rifle Brigade Operation Bollock,1,$2.50,DC,"22,965"
95,-,Joss Whedons Fray,3,$2.99,Dark Horse,"22,340"
96,-,Black Panther,35,$2.50,Marvel,"22,133"
97,-,Sojourn,2,$2.95,Crossgen,"21,760"
98,-,Aria The Soul Market,5,$2.95,Image,"21,509"
99,-,Hellblazer,165,$2.50,DC,"20,682"
100,-,Transmetropolitan,48,$2.50,DC,"20,618"
101,-,Flash Iron Heights,,$5.95,DC,"20,530"
102,-,Wildstorm Summer Special,,$5.95,DC,"20,348"
103,-,Agency,2,$2.50,Image,"20,126"
104,-,Codename Knockout,4,$2.50,DC,"19,949"
105,-,Crossgen Chronicles,4,$3.95,Crossgen,"19,624"
106,-,Lady Death Bad Kitty,1,$2.99,Chaos,"19,585"
107,-,Scion,15,$2.95,Crossgen,"19,570"
108,-,Impulse,77,$2.50,DC,"19,492"
109,-,Crux,5,$2.95,Crossgen,"19,408"
110,-,Buffy the Vampire Slayer,36,$2.99,Dark Horse,"19,123"
111,-,100 Bullets,27,$2.50,DC,"19,064"
112,-,First,10,$2.95,Crossgen,"18,827"
113,-,Shadow Reavers,1,$2.99,Wizard,"18,596"
114,-,Wildcats Vol. 2,26,$2.50,DC,"18,586"
115,-,Planet of the Apes Human War,3,$2.99,Dark Horse,"18,567"
116,-,Mystic,15,$2.95,Crossgen,"18,498"
117,-,Hunter The Age of Magic,2,$2.50,DC,"18,237"
118,-,Angel & The Ape,1,$2.95,DC,"18,188"
119,-,Spawn The Dark Ages,30,$2.50,Image,"17,991"
120,-,Sam & Twitch,25,$2.50,Image,"17,799"
121,-,Sigil,15,$2.95,Crossgen,"17,381"
122,-,Martian Manhunter,35,$2.50,DC,"17,322"
123,-,Fantastic Four Worlds Greatest Comic Magazine,9,$2.99,Marvel,"17,165"
124,-,American Century,6,$2.50,DC,"17,096"
125,-,Sandman Presents Dead Boy Detectives,3,$2.50,DC,"17,071"
126,-,Meridian,15,$2.95,Crossgen,"16,963"
127,-,Vampi,10 Reg Ed,$2.99,Harris,"16,909"
128,-,Azrael Agent of the Bat,81,$2.50,DC,"16,746"
129,-,Buffy the Vampire Slayer Oz,2,$2.99,Dark Horse,"16,737"
130,-,Vampirella,2 Reg Ed,$2.99,Harris,"16,707"
131,-,Lucifer,17,$2.50,DC,"16,505"
132,-,Obergeist,4,$2.95,Image,"16,284"
133,-,Simpsons Comics,61,$2.50,Bongo,"16,264"
134,-,Strangers In Paradise Vol. III,43,$2.95,Abstract,"15,886"
135,-,Purgatori Darkest Hour,1,$2.99,Chaos,"15,836"
136,-,Savage Dragon,89,$2.95,Image,"15,733"
137,-,Orion,17,$2.50,DC,"15,517"
138,-,Last Shot,1,$2.95,Image,"15,093"
139,-,Futurama Comics,5,$2.50,Bongo,"15,049"
140,-,Sailor Moon,34,$2.95,Tokyopop,"14,597"
141,-,Crusades,6,$2.50,DC,"14,228"
142,-,Bart Simpson Comics,5,$2.50,Bongo,"13,952"
143,-,Batman Gotham Adventures,41,$1.99,DC,"13,809"
144,-,Amazing Spider-Man Coll Ed,,$3.95,Marvel,"13,691"
145,-,Vandala II,1,$2.99,Chaos,"13,416"
146,-,Batman Beyond,24,$1.99,DC,"12,732"
147,-,Dollz,3,$2.95,Image,"12,688"
148,-,Dexters Laboratory (resolicited),25,$.50,DC,"12,658"
149,-,Dreams of the Darkchylde,6,$2.95,Darkchylde,"12,496"
150,-,Outlaw Nation,12,$2.50,DC,"12,166"
151,-,Swamp Thing,18,$2.50,DC,"12,122"
152,-,Star Trek Divided We Fall,4,$2.95,DC,"11,635"
153,-,Cybernary 2.0,2,$2.95,DC,"11,473"
154,-,Kabuki,1/2,$2.95,Image,"11,227"
155,-,Powerpuff Girls,18,$1.99,DC,"11,054"
156,-,Legend of the Sage,2,$2.99,Chaos,"10,946"
157,-,Outlaw 7,1,$2.99,Dark Horse,"10,444"
158,-,Oh My Goddess Part XI,1,$3.50,Dark Horse,"10,400"
159,-,Superman Adventures,60,$1.99,DC,"9,957"
160,-,Coven Dark Sister,2,$3.50,Avatar,"9,825"
161,-,Usagi Yojimbo,51,$2.99,Dark Horse,"9,465"
162,-,Desperadoes Quiet of the Grave,4,$2.95,DC,"9,456"
163,-,Dragonball Z Part 4,9,$2.95,Viz,"9,362"
164,-,Dirty Pair Sim Hell Remastered,4,$2.99,Dark Horse,"8,934"
