Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,All Star Batman & Robin Boy Wonder,2,$2.99,DC,"178,573"
2,3,New Avengers,10,$2.50,Marvel,"142,999"
3,2,House of M,6,$2.99,Marvel,"138,116"
4,4,New Avengers,11,$2.50,Marvel,"131,347"
5,5,Superman Batman,22,$2.99,DC,"103,234"
6,6,Supergirl,2,$2.99,DC,"101,671"
7,7,Ultimates 2,8,$2.99,Marvel,"95,970"
8,8,Ghost Rider,1,$2.99,Marvel,"95,172"
9,11,JLA,119,$2.50,DC,"94,063"
10,12,Omac Project,6,$2.50,DC,"93,364"
11,15,JLA,118,$2.50,DC,"89,419"
12,16,Wolverine,32,$2.50,Marvel,"89,016"
13,17,Uncanny X-Men,464,$2.50,Marvel,"85,876"
14,19,Villains United,5,$2.50,DC,"82,484"
15,9,Green Lantern Corps Recharge,1,$3.50,DC,"80,710"
16,21,Wolverine,33,$2.50,Marvel,"78,499"
17,13,Sentry,1,$2.99,Marvel,"77,886"
18,25,X-Men,175,$2.50,Marvel,"76,546"
19,26,Ultimate Spider-Man,82,$2.50,Marvel,"75,748"
20,27,Ultimate X-Men,63,$2.50,Marvel,"74,752"
21,28,Ultimate Spider-Man,83,$2.50,Marvel,"73,789"
22,29,Rann Thanagar War,5,$2.50,DC,"72,561"
23,30,Ultimate Fantastic Four,23,$2.50,Marvel,"71,486"
24,18,Ultimate Iron Man,4,$2.99,Marvel,"71,189"
25,31,Amazing Spider-Man,524,$2.50,Marvel,"71,057"
26,32,Day of Vengeance,6,$2.50,DC,"70,483"
27,33,Superman,221,$2.50,DC,"69,058"
28,20,Ultimate Secret,3,$2.99,Marvel,"67,039"
29,14,Superman Shazam First Thunder,1,$3.50,DC,"66,412"
30,35,Batman,645,$2.50,DC,"65,977"
31,10,Ultimate Fantastic Four Annual,1,$3.99,Marvel,"65,377"
32,22,Young Avengers,7,$2.99,Marvel,"65,126"
33,23,Spider-Man House of M,4,$2.99,Marvel,"64,803"
34,34,Fantastic Four House of M,3,$2.99,Marvel,"57,281"
35,43,Action Comics,831,$2.50,DC,"55,282"
36,36,Iron Man House of M,3,$2.99,Marvel,"55,157"
37,37,Red Sonja,2,$2.99,Dynamic,"55,144"
38,45,JSA Classified,3,$2.50,DC,"54,926"
39,47,JSA,77,$2.50,DC,"53,210"
40,38,Incredible Hulk,86,$2.99,Marvel,"52,986"
