Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,3,Uncanny X-Men,347,$1.99,Marvel,"165,832"
2,4,X-Men,67,$1.99,Marvel,"162,451"
3,6,Fantastic Four,11,$1.99,Marvel,"136,545"
4,8,Spawn,64,$1.95,Image,"134,162"
5,7,Wolverine,116,$1.99,Marvel,"132,564"
6,2,Gen13/Generation X,1,$2.95,Image,"114,278"
7,12,Iron Man,11,$1.99,Marvel,"113,263"
8,15,Avengers,11,$1.99,Marvel,"110,084"
9,17,JLA,10,$1.95,DC,"104,947"
10,18,JLA,9,$1.95,DC,"104,403"
11,19,Captain America,11,$1.99,Marvel,"101,897"
12,20,Generation X,30,$1.99,Marvel,"101,818"
13,23,Curse of the Spawn,11,$1.95,Image,"94,187"
14,22,X-Man,30,$1.99,Marvel,"92,936"
15,11,Darkness,7,$2.50,Image,"92,196"
16,13,Witchblade,16,$2.50,Image,"89,303"
17,14,Gen13,21,$2.50,Image,"88,052"
18,25,X-Force,69,$1.99,Marvel,"87,912"
19,26,Cable,46,$1.99,Marvel,"87,138"
20,27,X-Factor,137,$1.99,Marvel,"86,393"
21,9,X-Men Unlimited,16,$2.99,Marvel,"86,034"
22,16,Gambit,1,$2.50,Marvel,"83,707"
23,30,Incredible Hulk,456,$1.99,Marvel,"77,527"
24,33,Alpha Flight,2,$1.99,Marvel,"72,924"
25,1,JLA/WildC.A.T.S,,$5.95,DC,"72,840"
26,34,Amazing Spider-Man,426,$1.99,Marvel,"71,808"
27,37,Kiss: The Psycho Circus,1,$1.95,Image,"70,950"
28,36,Excalibur,112,$1.99,Marvel,"70,406"
29,44,Superman,127,$1.95,DC,"67,630"
30,10,Adventures of Superman,550,$3.50,DC,"66,638"
31,45,Action Comics,737,$1.95,DC,"66,144"
32,47,Superman: The Man of Steel,71,$1.95,DC,"65,040"
33,46,Spider-Man,83,$1.99,Marvel,"64,804"
34,49,Spectacular Spider-Man,249,$1.99,Marvel,"61,103"
35,31,Psylocke & Angel: Crimson Dawn,2,$2.50,Marvel,"59,730"
36,52,Sensational Spider-Man,19,$1.99,Marvel,"58,608"
37,5,JLA Secret Files,1,$4.95,DC,"57,021"
38,61,Batman,546,$1.95,DC,"56,074"
39,62,Superman: The Man of Tomorrow,9,$1.95,DC,"56,057"
40,28,Maverick,1,$2.99,Marvel,"55,961"
41,59,Deadpool,8,$1.99,Marvel,"55,788"
42,63,Marvel Team-Up,1,$1.99,Marvel,"54,644"
43,29,Amazing Spider-Man '97,,$2.99,Marvel,"53,096"
44,68,Detective Comics,713,$1.95,DC,"51,212"
45,32,Batman: The Long Halloween,10,$2.95,DC,"50,147"
46,48,Agent America,1,$2.50,Awesome,"49,205"
47,21,Adventures of Superman Annual,9,$3.95,DC,"48,369"
48,50,Gen13: Bootleg,9,$2.50,Image,"47,270"
49,73,Thunderbolts,6,$1.99,Marvel,"46,872"
50,38,Star Wars: Dark Force Rising,3,$2.95,Dark Horse,"46,793"
51,81,Green Lantern,90,$1.75,DC,"46,412"
52,76,Supergirl,13,$1.95,DC,"46,306"
53,41,X-Files,32,$2.95,Topps,"45,902"
54,40,Daredevil/Deadpool '97,,$2.99,Marvel,"45,330"
55,57,Preacher,29,$2.50,DC,"45,027"
56,42,What If?,100,$2.99,Marvel,"44,949"
57,58,Kurt Busiek's Astro City,11,$2.50,Image,"44,567"
58,78,Ka-Zar,5,$1.99,Marvel,"42,594"
59,80,Batman: Legends of the Dark Knight,98,$1.95,DC,"42,582"
60,82,Nightwing,12,$1.95,DC,"41,438"
61,84,Batman: Shadow of the Bat,66,$1.95,Image,"41,124"
62,69,DV8,10,$2.50,Image,"39,745"
63,70,Mage: The Hero Defined,1,$2.50,Image,"39,745"
64,51,Superman/Madman Hullabaloo!,2,$2.95,Dark Horse,"39,610"
65,103,Flash,129,$1.75,DC,"38,949"
66,87,Catwoman,49,$1.95,DC,"38,618"
67,55,Star Wars: Fall of the Sith Empire,2,$2.95,Dark Horse,"38,388"
68,56,Wetworks/Vampirella,1,$2.95,Image,"38,388"
69,71,The Kents,2,$2.50,DC,"38,321"
70,88,Wonder Woman,125,$1.95,DC,"38,237"
71,89,Robin,45,$1.95,DC,"38,175"
72,60,Purgatori: The Dracula Gambit,1,$2.95,Chaos,"37,081"
73,24,Batman Chronicles: The Gauntlet,,$4.95,DC,"36,717"
74,92,Elektra,10,$1.99,Marvel,"36,667"
75,171,Untold Tales of Spider-Man,24,$.99,Marvel,"36,442"
76,94,Heroes for Hire,3,$1.99,Marvel,"35,781"
77,65,Strong Guy Reborn,,$2.99,Marvel,"35,596"
78,96,Silver Surfer,131,$1.99,Marvel,"35,528"
79,66,JLA Gallery,,$2.95,DC,"34,530"
80,39,Catwoman Annual,4,$3.95,DC,"34,491"
81,43,Flash Annual,10,$3.95,DC,"33,588"
82,106,Venom: Sign of the Boss,1,$1.99,Marvel,"32,562"
83,72,Star Wars: X-Wing Rogue Squadron: Requiem for a Rogue,4,$2.95,Dark Horse,"32,293"
84,83,WildC.A.T.S,40,$2.50,Image,"32,231"
85,111,Daredevil,367,$1.99,Marvel,"31,710"
86,95,Starman,34,$2.25,DC,"31,597"
87,86,Cyberforce,34,$2.50,Image,"31,525"
88,75,Teen Titans,12,$2.95,DC,"30,846"
89,117,Azrael,33,$1.95,DC,"30,560"
90,128,Aquaman,36,$1.75,DC,"30,067"
91,116,Journey into Mystery,512,$1.99,Marvel,"30,061"
92,77,Tales to Offend,,$2.95,Dark Horse,"29,932"
93,90,Nine Volt,2,$2.50,Image,"29,388"
94,53,Hellshock,7,$3.95,Image,"29,209"
95,131,Impulse,29,$1.75,DC,"28,979"
96,123,Maxx,31,$1.95,Image,"28,872"
97,35,Vampirella: Blood Lust,1,$4.95,Harris,"28,738"
98,93,Daydreamers,2,$2.50,Marvel,"28,642"
99,125,Superboy,43,$1.95,DC,"28,160"
100,113,Hitman,18,$2.25,DC,"27,885"
101,100,Dreaming,16,$2.50,DC,"27,784"
102,102,Wetworks,31,$2.50,Image,"27,465"
103,64,Azrael Annual,3,$3.95,DC,"27,011"
104,85,Hellboy: Almost Colossus,2,$2.95,Dark Horse,"26,798"
105,105,Pride & Joy,3,$2.50,DC,"26,775"
106,91,Strangers in Paradise Vol. 3,7,$2.75,Image,"26,618"
107,107,Weird War Tales,4,$2.50,DC,"25,889"
108,67,Teen Titans Annual,1,$3.95,DC,"25,771"
109,120,Legion of Super-Heroes,96,$2.25,DC,"25,519"
110,122,Legionnaires,52,$2.25,DC,"25,205"
111,112,Books of Magic,40,$2.50,DC,"25,188"
112,54,Stormwatch,50,$4.50,Image,"25,171"
113,114,Savage Dragon: Sex & Violence,1,$2.50,Image,"24,218"
114,79,WildC.A.T.S: Voyager Pack,40,$3.50,Image,"24,067"
115,97,Shi: Heaven and Earth Cover B,1,$2.95,Crusade,"23,809"
116,98,Shi: Heaven and Earth Cover A,1,$2.95,Crusade,"23,781"
117,118,Conan,3,$2.50,Marvel,"23,669"
118,101,Impulse Plus,1,$2.95,DC,"23,371"
119,99,Avengelyne/Warrior Nun Areala II: Nazarene,,$2.99,Awesome,"23,371"
120,74,Batman and Robin Adventures: Sub Zero,,$3.95,DC,"23,310"
121,121,Resurrection Man,5,$2.50,DC,"22,923"
122,159,Batman and Robin Adventures,22,$1.75,DC,"22,491"
123,142,Jack Kirby's Fourth World,7,$1.95,DC,"22,373"
124,163,Adventures in the DC Universe,6,$1.75,DC,"22,127"
125,108,Chaos Gallery,1,$2.95,Chaos,"21,639"
126,126,Grifter,13,$2.50,Image,"21,588"
127,110,Star Trek Unlimited (resolicitation),5,$2.99,Marvel,"21,162"
128,148,Star Trek: Voyager (resolicitation),9,$1.99,Marvel,"20,809"
129,150,Star Trek: Deep Space Nine,11,$1.99,Marvel,"20,775"
130,170,Superman Adventures,11,$1.75,DC,"20,663"
131,152,Star Trek: Early Voyages,8,$1.99,Marvel,"20,646"
132,130,House of Secrets,12,$2.50,DC,"20,590"
133,115,Savage Dragon/Marshall Law,1,$2.95,Image,"20,501"
134,153,Ghost Rider,88,$1.99,Marvel,"20,478"
135,155,Star Trek: Starfleet Academy,9,$1.99,Marvel,"20,355"
136,132,Bloody Mary: Lady Liberty,1,$2.50,DC,"20,086"
137,176,Power of Shazam!,30,$1.75,DC,"20,052"
138,134,Invisibles (Vol. 2),8,$2.50,DC,"19,833"
139,178,Young Heroes in Love,4,$1.75,DC,"19,828"
140,166,Superboy & the Ravers,13,$1.95,DC,"19,609"
141,119,Aliens: Havoc,2,$2.95,Dark Horse,"19,587"
142,136,Hercules and the Heart of Chaos,2,$2.50,Marvel,"19,564"
143,146,Hellblazer,117,$2.25,DC,"18,863"
144,137,Spectre,57,$2.50,DC,"18,622"
145,146,Lobo,43,$2.25,DC,"18,375"
146,138,Transmetropolitan,1,$2.50,DC,"18,151"
147,127,Predator: Primal,1,$2.95,Dark Horse,"18,044"
148,154,Green Arrow,124,$2.25,DC,"18,022"
149,141,Sandman Mystery Theatre,54,$2.50,DC,"17,691"
150,129,Supreme,51,$2.99,Awesome,"17,433"
151,160,Sovereign Seven,26,$2.25,DC,"17,416"
152,143,Savant Garde,5,$2.50,Image,"17,394"
153,133,Sergio Aragon̩s Louder Than Words,1,$2.95,Dark Horse,"17,007"
154,249,Uncanny Origins,13,$.99,Marvel,"16,334"
155,190,Steel,42,$1.95,DC,"16,076"
156,109,Revelations,,$3.95,Acclaim,"16,059"
157,157,Damned,2,$2.50,Image,"15,830"
158,162,Major Bummer,2,$2.50,DC,"15,504"
159,164,X-O Manowar,10,$2.50,Acclaim,"15,488"
160,177,2020 Visions,5,$2.25,DC,"15,482"
161,140,Ghost,27,$2.95,Dark Horse,"15,207"
162,144,J. O'Barr's The Crow: Demon in Disguise,2,$2.95,Kitchen Sink,"14,663"
