Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
67,62,Deadpool Vs. Old Man Logan,5,$3.99,02/21/18,Marvel,"29,373"
68,97,Hal Jordan and the Green Lantern Corps,38,$2.99,02/14/18,DC,"28,613"
69,98,Hal Jordan and the Green Lantern Corps,39,$2.99,02/28/18,DC,"28,340"
70,92,Black Panther,170 LEG WW,$3.99,02/28/18,Marvel,"28,143"
71,66,Teen Titans,17,$3.99,02/28/18,DC,"27,828"
72,100,Nightwing,39,$2.99,02/21/18,DC,"27,731"
73,69,Daredevil,598,$3.99,02/07/18,Marvel,"27,317"
74,105,Nightwing,38,$2.99,02/07/18,DC,"27,188"
75,109,Damage,2,$2.99,02/21/18,DC,"27,004"
76,107,Suicide Squad,35,$2.99,02/14/18,DC,"26,798"
77,71,Doctor Strange,385,$3.99,02/14/18,Marvel,"26,774"
78,110,Justice League of America,24,$2.99,02/14/18,DC,"26,543"
79,72,Despicable Deadpool,295,$3.99,02/28/18,Marvel,"26,369"
80,47,Mother Panic Batman Special,1,$4.99,02/07/18,DC,"26,198"
81,114,Suicide Squad,36,$2.99,02/28/18,DC,"25,531"
82,76,Justice League of America,25,$3.99,02/28/18,DC,"25,303"
83,78,Spider-Man,237,$3.99,02/07/18,Marvel,"25,281"
84,117,Green Lanterns,41,$2.99,02/21/18,DC,"25,155"
85,77,Aquaman,33,$3.99,02/21/18,DC,"24,974"
86,79,Star Wars Poe Dameron,24,$3.99,02/14/18,Marvel,"24,937"
87,82,Doctor Strange,386,$3.99,02/28/18,Marvel,"24,864"
88,80,Spider-Man Deadpool,27,$3.99,02/07/18,Marvel,"24,825"
89,120,Green Lanterns,40,$2.99,02/07/18,DC,"24,807"
90,83,Daredevil,599,$3.99,02/21/18,Marvel,"24,771"
91,84,Weapon X,14,$3.99,02/14/18,Marvel,"24,577"
92,85,Spider-Man Deadpool,28,$3.99,02/28/18,Marvel,"24,338"
93,87,Punisher,221,$3.99,02/14/18,Marvel,"24,078"
94,91,Incredible Hulk,713,$3.99,02/21/18,Marvel,"23,652"
95,90,Trinity,18,$3.99,02/21/18,DC,"23,503"
96,64,Doom Patrol Jla Special,1,$4.99,02/28/18,DC,"23,254"
97,95,Defenders,10,$3.99,02/21/18,Marvel,"22,744"
98,94,Green Arrow,37,$3.99,02/07/18,DC,"22,425"
99,126,Paper Girls,20,$2.99,02/07/18,Image,"22,366"
100,96,Rogue & Gambit,2,$3.99,02/07/18,Marvel,"22,201"
101,68,Shade The Changing Girl Wonder Woman Special,1,$4.99,02/14/18,DC,"21,668"
102,27,Phoenix Resurrection Return Jean Grey,1,$4.99,12/27/17,Marvel,"21,057"
103,99,Harley & Ivy Meet Betty & Veronica,5,$3.99,02/07/18,DC,"21,015"
104,133,Silencer,2,$2.99,02/28/18,DC,"21,003"
105,74,Black Panther Annual,1,$4.99,02/21/18,Marvel,"20,972"
106,103,Moon Knight,192,$3.99,02/28/18,Marvel,"20,923"
107,73,Cave Carson Swamp Thing Special,1,$4.99,02/21/18,DC,"20,756"
108,102,Red Hood and the Outlaws,19,$3.99,02/14/18,DC,"20,744"
109,108,Punisher Platoon,6,$3.99,02/21/18,Marvel,"20,378"
110,93,Black Panther Sound and Fury,1,$3.99,02/07/18,Marvel,"20,136"
111,116,Rise of Black Panther,2,$3.99,02/07/18,Marvel,"19,709"
112,112,Cable,154,$3.99,02/14/18,Marvel,"19,681"
113,113,Amazing Spider-Man Renew Your Vows,16,$3.99,02/14/18,Marvel,"19,600"
114,119,Spider-Gwen,29,$3.99,02/28/18,Marvel,"18,940"
115,115,Wonder Woman Conan,6,$3.99,02/21/18,DC,"18,912"
116,118,Batgirl,20,$3.99,02/28/18,DC,"18,729"
117,121,Champions,17,$3.99,02/28/18,Marvel,"18,570"
118,104,Dejah Thoris,1,$3.99,02/07/18,Dynamite,"18,516"
119,106,Jim Henson Labyrinth,1,$3.99,02/28/18,Boom,"18,432"
120,122,Vs,1,$3.99,02/07/18,Image,"17,949"
121,111,Shadow Batman,5,$3.99,02/07/18,Dynamite,"17,860"
122,123,Deathstroke,28,$3.99,02/07/18,DC,"17,672"
123,125,Jessica Jones,17,$3.99,02/28/18,Marvel,"17,306"
124,124,Batman Beyond,17,$3.99,02/28/18,DC,"17,197"
125,75,Invincible,144,$5.99,02/14/18,Image,"16,818"
126,150,Spawn,283,$2.99,02/28/18,Image,"16,753"
127,127,Dark Nights Metal,5,$3.99,01/31/18,DC,"16,726"
128,128,Kill or Be Killed,16,$3.99,02/14/18,Image,"16,584"
129,129,Raven Daughter of Darkness,2,$3.99,02/28/18,DC,"16,496"
130,130,Gwenpool,25,$3.99,02/28/18,Marvel,"16,340"
131,131,Batwoman,12,$3.99,02/21/18,DC,"16,228"
132,132,Spirits of Vengeance,5,$3.99,02/07/18,Marvel,"15,920"
133,134,Batgirl and the Birds of Prey,19,$3.99,02/14/18,DC,"15,628"
134,137,Tales of Suspense,102,$3.99,02/21/18,Marvel,"15,456"
135,136,Ben Reilly Scarlet Spider,14,$3.99,02/14/18,Marvel,"15,435"
136,135,I Hate Fairyland,16,$3.99,02/07/18,Image,"15,319"
137,101,Rick & Morty,35,$3.99,02/28/18,Oni,"15,106"
138,138,Monstress,14,$3.99,02/21/18,Image,"14,466"
139,139,Lockjaw,1,$3.99,02/28/18,Marvel,"14,408"
140,140,Ms. Marvel,27,$3.99,02/14/18,Marvel,"14,286"
141,144,Iron Fist,77,$3.99,02/07/18,Marvel,"14,036"
142,141,Deadman,4,$3.99,02/14/18,DC,"14,005"
143,145,Legion,2,$3.99,02/28/18,Marvel,"13,777"
144,147,Runaways,6,$3.99,02/07/18,Marvel,"13,692"
145,148,She-Hulk,162,$3.99,02/07/18,Marvel,"13,623"
146,43,Young Monsters In Love,1,$9.99,02/07/18,DC,"13,218"
147,149,Hellblazer,19,$3.99,02/28/18,DC,"13,065"
148,151,Black Monday Murders,8,$3.99,02/14/18,Image,"12,568"
149,154,Generation X,87,$3.99,02/21/18,Marvel,"12,202"
150,152,Descender,27,$3.99,02/21/18,Image,"12,130"
151,158,Hawkeye,15,$3.99,02/07/18,Marvel,"11,945"
152,155,New Super Man & The Justice League of China,20,$3.99,02/14/18,DC,"11,938"
153,156,Bane Conquest,9,$3.99,02/07/18,DC,"11,889"
154,157,Scooby Apocalypse,22,$3.99,02/14/18,DC,"11,684"
155,160,Captain Marvel,129,$3.99,02/28/18,Marvel,"11,499"
156,161,Black Bolt,10,$3.99,02/07/18,Marvel,"11,495"
157,143,Iron Maiden Legacy of the Beast,3,$3.99,02/28/18,Heavy Metal,"11,410"
158,142,Wicked & Divine 1923,,$4.99,02/07/18,Image,"11,173"
159,245,Days of Hate,2,$3.99,02/28/18,Image,"11,098"
160,153,Mighty Morphin Power Rangers,24,$3.99,02/21/18,Boom,"10,949"
161,203,Injustice 2,19,$2.99,02/07/18,DC,"10,584"
162,159,TMNT Ongoing,79,$3.99,02/28/18,IDW,"10,572"
163,165,Iceman,10,$3.99,02/07/18,Marvel,"10,536"
164,163,Hellboy & BPRD 1955 Burning Season One Shot,,$3.99,02/21/18,Dark Horse,"10,505"
165,166,Falcon,5,$3.99,02/14/18,Marvel,"10,401"
166,210,Demon Hell Is Earth,4,$2.99,02/28/18,DC,"10,339"
167,169,Deathbed,1,$3.99,02/21/18,DC,"10,270"
168,214,Injustice 2,20,$2.99,02/21/18,DC,"10,268"
169,167,Moonshine,7,$3.99,02/21/18,Image,"10,250"
170,216,Bombshells United,11,$2.99,02/07/18,DC,"10,172"
171,220,Snotgirl,9,$2.99,02/07/18,Image,"10,049"
172,224,Bombshells United,12,$2.99,02/21/18,DC,"9,780"
173,195,Buffy the Vampire Slayer Season 11 Giles,1,$3.99,02/28/18,Dark Horse,"9,771"
174,171,Ice Cream Man,2,$3.99,02/21/18,Image,"9,762"
175,226,Ragman,5,$2.99,02/14/18,DC,"9,583"
176,175,Future Quest Presents,7,$3.99,02/21/18,DC,"9,526"
177,164,X-O Manowar,12,$3.99,02/28/18,Valiant,"9,503"
178,177,Sex Criminals,22,$3.99,02/21/18,Image,"9,415"
179,176,Ninja-K,4,$3.99,02/14/18,Valiant,"9,412"
180,178,Unbeatable Squirrel Girl,29,$3.99,02/14/18,Marvel,"9,399"
181,179,Redneck,10,$3.99,02/28/18,Image,"9,125"
182,146,Mister Miracle Directors Cut,1,$5.99,02/14/18,DC,"9,051"
183,185,Marvels Avengers Infinity War Prelude,2,$3.99,02/28/18,Marvel,"8,886"
184,173,Red Sonja,13,$3.99,02/21/18,Dynamite,"8,814"
185,172,My Little Pony Friendship Is Magic,63,$3.99,02/21/18,IDW,"8,796"
186,186,Rat Queens,8,$3.99,02/28/18,Image,"8,750"
187,196,Luke Cage,170,$3.99,02/21/18,Marvel,"8,549"
188,174,Bloodshot Salvation,6,$3.99,02/14/18,Valiant,"8,505"
189,197,Blue Beetle,18,$3.99,02/28/18,DC,"8,393"
190,198,Black Lightning Cold Dead Hands,4,$3.99,02/07/18,DC,"8,277"
191,200,Batman Who Laughs,1,$3.99,11/15/17,DC,"8,190"
192,182,Go Go Power Rangers,7,$3.99,02/28/18,Boom,"8,162"
193,205,Royal City,10,$3.99,02/28/18,Image,"8,158"
194,219,Quantum & Woody,3,$3.99,02/21/18,Valiant,"8,146"
195,254,Teen Titans Go,26,$2.99,02/21/18,DC,"8,133"
196,183,Invader Zim,28,$3.99,02/14/18,Oni,"8,063"
197,184,Jim Henson Power of Dark Crystal,11,$3.99,02/14/18,Boom,"8,018"
198,202,Exit Stage Left The Snagglepuss Chronicles,2,$3.99,02/07/18,DC,"7,991"
199,188,Skybourne,5,$3.99,02/14/18,Boom,"7,991"
200,204,Wildstorm Michael Cray,5,$3.99,02/14/18,DC,"7,968"
201,258,Gotham City Garage,9,$2.99,02/14/18,DC,"7,945"
202,189,Xena,1,$3.99,02/14/18,Dynamite,"7,919"
203,190,Barbarella,3,$3.99,02/14/18,Dynamite,"7,865"
204,170,Doomsday Clock,3,$4.99,01/24/18,DC,"7,851"
205,207,Lazarus X Plus 66,6,$3.99,02/14/18,Image,"7,843"
206,262,Gotham City Garage,10,$2.99,02/28/18,DC,"7,816"
207,206,Rasputin Voice of Dragon,4,$3.99,02/07/18,Dark Horse,"7,742"
208,194,Archie,28,$3.99,02/14/18,Archie,"7,728"
209,193,Kiss Aod,1,$3.99,02/28/18,Dynamite,"7,699"
210,180,Robotech,7,$3.99,02/14/18,Titan,"7,575"
211,217,Witchblade,3,$3.99,02/07/18,Image,"7,549"
212,225,Thanos,15,$3.99,02/28/18,Marvel,"7,447"
213,168,TMNT Universe,19,$4.99,02/07/18,IDW,"7,429"
214,228,Beef,1,$3.99,02/28/18,Image,"7,115"
215,192,Taarna,1,$3.99,02/21/18,Heavy Metal,"7,062"
216,209,Bettie Page,8,$3.99,02/28/18,Dynamite,"7,050"
217,212,G.I. Joe a Real American Hero,249,$3.99,02/28/18,IDW,"7,022"
218,213,Vampirella,10,$3.99,02/21/18,Dynamite,"7,008"
219,231,Maestros,5,$3.99,02/21/18,Image,"7,006"
220,191,Punks Not Dead,1,$3.99,02/21/18,IDW,"7,004"
221,230,Death of Love,1,$3.99,02/14/18,Image,"7,000"
222,215,My Little Pony Legends of Magic,11,$3.99,02/28/18,IDW,"6,948"
223,211,Mata Hari,1*,$3.99,02/21/18,Dark Horse,"6,910"
224,218,Legenderry Red Sonja,1,$3.99,02/07/18,Dynamite,"6,871"
225,222,G.I. Joe a Real American Hero,248,$3.99,02/14/18,IDW,"6,845"
226,235,Koshchei The Deathless,2,$3.99,02/07/18,Dark Horse,"6,841"
227,199,Bloodborne,1,$3.99,02/21/18,Titan,"6,766"
228,237,Mage Hero Denied,6,$3.99,02/14/18,Image,"6,748"
229,240,Jetsons,4,$3.99,02/07/18,DC,"6,663"
230,242,Moon Girl and Devil Dinosaur,28,$3.99,02/28/18,Marvel,"6,659"
231,187,Dark Nights Metal,2,$3.99,09/13/17,DC,"6,624"
232,227,Ninjak Vs. Vu,2,$3.99,02/21/18,Valiant,"6,540"
233,181,Zombie Tramp Ongoing,44,$4.99,02/14/18,Action Lab,"6,518"
234,229,Kong On Planet of Apes,4,$3.99,02/21/18,Boom,"6,487"
235,250,America,12,$3.99,02/28/18,Marvel,"6,482"
236,246,Kingsman Red Diamond,6,$3.99,02/07/18,Image,"6,398"
237,248,Port of Earth,4,$3.99,02/14/18,Image,"6,393"
238,247,Extremity,11,$3.99,02/07/18,Image,"6,389"
239,249,Curse Words,11,$3.99,02/14/18,Image,"6,316"
240,233,Krusty The Clown (One Shot),,$3.99,02/21/18,Bongo,"6,303"
241,234,Ducktales,6,$3.99,02/28/18,IDW,"6,260"
242,236,Pumpkinhead,1,$3.99,02/21/18,Dynamite,"6,216"
243,255,Lazarus Sourcebook,3,$3.99,02/21/18,Image,"6,126"
244,239,G.I. Joe Vs. Six Million Dollar Man,1,$3.99,02/28/18,IDW,"6,094"
245,241,Tangled,1,$3.99,02/21/18,IDW,"6,008"
246,243,Transformers Lost Light,14,$3.99,02/07/18,IDW,"5,942"
247,260,Redlands,6,$3.99,02/21/18,Image,"5,892"
248,232,Calexit,2,$3.99,02/28/18,Black Mask,"5,834"
249,201,Zombie Tramp Ongoing,43,$4.99,02/07/18,Action Lab,"5,758"
250,257,Avengers,675,$4.99,01/10/18,Marvel,"5,747"
251,267,Monsters Unleashed,11,$3.99,02/21/18,Marvel,"5,725"
252,264,Rose,8,$3.99,02/07/18,Image,"5,702"
253,252,Sheena,6,$3.99,02/14/18,Dynamite,"5,696"
254,253,Transformers Lost Light,15,$3.99,02/28/18,IDW,"5,681"
255,238,Cold War,1,$3.99,02/14/18,Aftershock,"5,565"
256,315,Scooby Doo Team Up,35,$2.99,02/28/18,DC,"5,491"
257,273,Birthright,30,$3.99,02/21/18,Image,"5,466"
258,223,James Bond M One Shot Special,,$4.99,02/21/18,Dynamite,"5,463"
259,221,Black Betty,1,$4.99,02/14/18,Action Lab,"5,444"
260,259,Optimus Prime,16,$3.99,02/28/18,IDW,"5,428"
261,244,Wilds,1,$3.99,02/28/18,Black Mask,"5,421"
262,274,Motherlands,2,$3.99,02/28/18,DC,"5,419"
263,263,James Bond The Body,2,$3.99,02/21/18,Dynamite,"5,308"
264,261,Incognegro Renaissance,1*,$3.99,02/07/18,Dark Horse,"5,251"
265,280,Avengers,676,$3.99,01/17/18,Marvel,"5,231"
266,251,Wonderful World of Tank Girl,3,$3.99,02/07/18,Titan,"5,219"
267,266,30 Days of Night,3,$3.99,02/07/18,IDW,"5,171"
268,278,Hack Slash Resurrection,5,$3.99,02/28/18,Image,"5,140"
269,269,Back to the Future Time Train,2,$3.99,02/07/18,IDW,"5,104"
270,265,Hungry Ghosts,2*,$3.99,02/28/18,Dark Horse,"5,104"
271,272,Armstrong & The Vault of Spirits,1,$3.99,02/07/18,Valiant,"5,038"
272,256,Babyteeth,8,$3.99,02/14/18,Aftershock,"5,033"
273,283,Rumble,3,$3.99,02/14/18,Image,"5,029"
274,291,Imaginary Fiends,4,$3.99,02/28/18,DC,"4,910"
275,275,Betty and Veronica Vixens,4,$3.99,02/28/18,Archie,"4,884"
276,162,Optimus Prime Annual 2018,,$7.99,02/28/18,IDW,"4,846"
277,294,Elfquest Final Quest,24,$3.99,02/28/18,Dark Horse,"4,785"
278,276,Judas,3,$3.99,02/14/18,Boom,"4,771"
279,271,Sex Criminals,22,$4.69,02/21/18,Image,"4,764"
280,295,Twisted Romance,1,$3.99,02/07/18,Image,"4,732"
281,299,Dastardly and Muttley,6,$3.99,02/07/18,DC,"4,674"
282,281,Hack Slash Vs. Vampirella,5,$3.99,02/14/18,Dynamite,"4,621"
283,268,Transformers Vs. Visionaries,2,$3.99,02/07/18,IDW,"4,615"
284,284,WWE,14,$3.99,02/21/18,Boom,"4,562"
285,282,Doctor Star & Kingdom Lost Tomorrows,1*,$3.99,02/28/18,Dark Horse,"4,547"
286,287,Bsg Vs. Bsg,2,$3.99,02/21/18,Dynamite,"4,538"
287,304,Slots,5,$3.99,02/14/18,Image,"4,518"
288,303,Coyotes,4,$3.99,02/07/18,Image,"4,516"
289,290,Walt Disney Showcase,1,$3.99,02/07/18,IDW,"4,470"
290,306,Evolution,4,$3.99,02/21/18,Image,"4,462"
291,289,Game of Thrones Clash of Kings,8,$3.99,02/07/18,Dynamite,"4,458"
292,292,Planet of the Apes Ursus,2,$3.99,02/14/18,Boom,"4,453"
293,288,Steven Universe Ongoing,13,$3.99,02/28/18,Boom,"4,448"
294,309,Batman White Knight,3,$3.99,12/06/17,DC,"4,423"
295,423,Lucas Stand Inner Demons,1,$3.99,02/21/18,Boom,"4,399"
296,296,Jim Henson Storyteller Fairies,3,$3.99,02/21/18,Boom,"4,313"
297,311,Motor Crush,10,$3.99,02/28/18,Image,"4,298"
298,298,Spongebob Comics,77,$3.99,02/14/18,United Plankton,"4,236"
299,302,Rockos Modern Life,3,$3.99,02/14/18,Boom,"4,176"
300,277,Multiple Warheads Ghost Throne (One-Shot),,$4.99,02/21/18,Image,"4,169"
301,285,Ghostbusters Answer The Call,3,$3.99,02/07/18,IDW,"4,115"
302,370,Batman,38,$2.99,01/03/18,DC,"4,108"
303,286,Transformers Vs. Visionaries,3,$3.99,02/28/18,IDW,"4,097"
304,305,Archies,5,$3.99,02/21/18,Archie,"4,095"
305,307,Big Trouble In Little China Old Man Jack,6,$3.99,02/28/18,Boom,"4,080"
306,371,Damage,1,$2.99,02/21/18,DC,"4,075"
307,319,Jenny Finn,4,$3.99,02/14/18,Dark Horse,"3,999"
308,320,Sleepless,3,$3.99,02/14/18,Image,"3,992"
309,322,Regression,7,$3.99,02/21/18,Image,"3,958"
310,325,Batman White Knight,4,$3.99,02/07/18,DC,"3,950"
311,323,Gravediggers Union,4,$3.99,02/07/18,Image,"3,936"
312,324,Savage Dragon,231,$3.99,02/07/18,Image,"3,935"
313,310,Abbott,2,$3.99,02/28/18,Boom,"3,931"
314,297,Animosity Evolution,4,$3.99,02/14/18,Aftershock,"3,931"
315,374,Scooby Doo Where Are You,90,$2.99,02/14/18,DC,"3,896"
316,300,Grimm Fairy Tales,12,$3.99,02/28/18,Zenescope,"3,881"
317,312,Grass Kings,12,$3.99,02/14/18,Boom,"3,877"
318,328,Further Adv of Nick Wilson,2,$3.99,02/21/18,Image,"3,838"
319,301,Gears of War Rise of Raam,2,$3.99,02/21/18,IDW,"3,814"
320,338,Mister Miracle,1,$3.99,02/07/18,DC,"3,783"
321,341,Avengers,678,$3.99,01/31/18,Marvel,"3,780"
322,330,Twisted Romance,2,$3.99,02/14/18,Image,"3,778"
323,333,Paradiso,3,$3.99,02/14/18,Image,"3,774"
324,308,Minky Woodcock Girl Who Handcuffed Houdini,3,$3.99,02/14/18,Titan,"3,672"
325,321,Adventure Time,73,$3.99,02/07/18,Boom,"3,621"
326,352,Avengers,677,$3.99,01/24/18,Marvel,"3,543"
327,208,Star Trek New Visions Isolation,,$7.99,02/07/18,IDW,"3,535"
328,346,Twisted Romance,3,$3.99,02/21/18,Image,"3,529"
329,327,War Stories,26,$3.99,02/14/18,Avatar,"3,485"
330,349,Ice Cream Man,1,$3.99,01/17/18,Image,"3,479"
331,350,Twisted Romance,4,$3.99,02/28/18,Image,"3,456"
332,314,Jem & The Holograms Dimensions,3,$3.99,02/07/18,IDW,"3,403"
333,337,Lumberjanes,47,$3.99,02/28/18,Boom,"3,392"
334,335,Baby Badass,1,$3.99,02/14/18,Action Lab,"3,363"
335,317,Rom & The Micronauts,3,$3.99,02/28/18,IDW,"3,346"
336,354,Gasolina,6,$3.99,02/28/18,Image,"3,342"
337,318,Goosebumps Monsters At Midnight,3,$3.99,02/14/18,IDW,"3,340"
338,357,Youngblood,9,$3.99,02/14/18,Image,"3,321"
339,344,Mech Cadet Yu,6,$3.99,02/07/18,Boom,"3,267"
340,366,Thanos,14,$3.99,02/07/18,Marvel,"3,187"
341,329,Doctor Who 12Th Year Three,12,$3.99,02/14/18,Titan,"3,159"
342,331,Rough Riders Ride or Die,1,$3.99,02/28/18,Aftershock,"3,155"
343,361,Tomb Raider Survivors Crusade,3,$3.99,02/07/18,Dark Horse,"3,135"
344,334,Amazing Cerebus,1,$4.00,02/28/18,Aardvark-Vanaheim,"3,119"
345,364,Vinegar Teeth,2,$3.99,02/21/18,Dark Horse,"3,106"
346,363,Postal Mark,1,$3.99,02/21/18,Image,"3,088"
347,365,Dark Fang,4,$3.99,02/14/18,Image,"3,086"
348,339,Van Helsing Vs. Robyn Hood,2,$3.99,02/07/18,Zenescope,"3,067"
349,368,Stray Bullets Sunshine & Roses,32,$3.99,02/14/18,Image,"3,066"
350,372,Dark Nights Metal,4,$3.99,02/28/18,DC,"3,058"
351,355,Greatest Adventure,9,$3.99,02/07/18,Dynamite,"3,039"
352,369,Scales & Scoundrels,6,$3.99,02/07/18,Image,"3,027"
353,373,Dept H,23,$3.99,02/21/18,Dark Horse,"2,983"
354,316,Vampblade Season Two,11,$4.99,02/07/18,Action Lab,"2,982"
355,377,Mister Miracle,3,$3.99,10/11/17,DC,"2,976"
356,332,Doomsday Clock,2,$4.99,12/27/17,DC,"2,974"
357,379,Amazing Spider-Man,794,$3.99,01/24/18,Marvel,"2,972"
358,414,Silencer,1,$2.99,01/31/18,DC,"2,970"
359,345,Musketeers,1,$3.99,02/21/18,Zenescope,"2,966"
360,313,X-Men Grand Design,1,$5.99,12/20/17,Marvel,"2,926"
361,376,Ruff & Reddy Show,5,$3.99,02/28/18,DC,"2,920"
362,353,Robyn Hood The Curse,2,$3.99,02/14/18,Zenescope,"2,852"
363,279,Alisik Fall,1,$5.99,02/28/18,Titan,"2,851"
364,343,Doomsday Clock,1,$4.99,11/22/17,DC,"2,847"
365,385,Teen Titans,12,$3.99,09/13/17,DC,"2,811"
366,384,No 1 With a Bullet,4,$3.99,02/07/18,Image,"2,810"
367,367,Kid Lobotomy,5,$3.99,02/21/18,IDW,"2,803"
368,387,Void Trip,4,$3.99,02/28/18,Image,"2,756"
369,392,Mister Miracle,2,$3.99,02/07/18,DC,"2,726"
370,356,Scarletts Strike Force,2,$3.99,02/07/18,IDW,"2,726"
371,336,Rick Veitch The One,1,$4.99,02/28/18,IDW,"2,716"
372,390,Eternal Empire,7,$3.99,02/21/18,Image,"2,708"
373,340,Vampblade Season Two,12,$4.99,02/21/18,Action Lab,"2,676"
374,375,Fence,4,$3.99,02/21/18,Boom,"2,671"
375,395,Mister Miracle,4,$3.99,11/08/17,DC,"2,656"
376,468,Portal Bound,0,$1.50,02/07/18,Aspen,"2,651"
377,378,Adventure Time Comics,20,$3.99,02/21/18,Boom,"2,641"
378,360,Pacific Rim Aftermath,2,$3.99,02/07/18,Legendary,"2,640"
379,362,Belle Beast Hunter,2,$3.99,02/21/18,Zenescope,"2,626"
380,381,Rugrats,5,$3.99,02/21/18,Boom,"2,615"
381,293,Marvel Comics Digest,5,$6.99,02/14/18,Archie,"2,530"
382,399,Family Trade,5,$3.99,02/21/18,Image,"2,519"
