Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,X-Force,1,$2.99,Marvel,"105,084"
2,2,New Avengers,38,$2.99,Marvel,"104,075"
3,3,Amazing Spider-Man,549,$2.99,Marvel,"101,048"
4,4,Thor,6,$2.99,Marvel,"98,254"
5,5,Ultimates 3,3,$2.99,Marvel,"97,149"
6,6,All Star Batman & Robin Boy Wonder,9,$2.99,DC,"93,707"
7,7,Hulk,2,$2.99,Marvel,"93,666"
8,8,Fantastic Four,554,$2.99,Marvel,"92,596"
9,9,Amazing Spider-Man,550,$2.99,Marvel,"90,817"
10,10,Uncanny X-Men,495,$2.99,Marvel,"90,353"
11,11,Justice League of America,18,$2.99,DC,"89,746"
12,12,X-Men Legacy,208,$2.99,Marvel,"88,076"
13,13,Amazing Spider-Man,551,$2.99,Marvel,"88,029"
14,14,Buffy the Vampire Slayer,11,$2.99,Dark Horse,"88,015"
15,15,Captain America,35,$2.99,Marvel,"85,984"
16,16,Justice Society of America,12,$2.99,DC,"84,109"
17,17,Mighty Avengers,9,$2.99,Marvel,"83,414"
18,18,Justice Society of America,13,$2.99,DC,"82,650"
19,19,Countdown to Final Crisis,12,$2.99,DC,"68,206"
20,20,Batman,674,$2.99,DC,"68,165"
21,21,Countdown to Final Crisis,11,$2.99,DC,"67,790"
22,22,Countdown to Final Crisis,10,$2.99,DC,"67,750"
23,23,Countdown to Final Crisis,9,$2.99,DC,"67,341"
24,25,Wolverine,62,$2.99,Marvel,"64,157"
25,27,Ultimate Spider-Man,119,$2.99,Marvel,"58,009"
26,28,Marvel Zombies 2,5,$2.99,Marvel,"57,000"
27,29,X-Factor,28,$2.99,Marvel,"56,536"
28,30,Action Comics,862,$2.99,DC,"55,623"
29,26,Project Superpowers,1,$3.50,Dynamic,"53,721"
30,31,Incredible Hercules,114,$2.99,Marvel,"52,167"
31,32,Superman Batman,46,$2.99,DC,"51,976"
32,33,Detective Comics,841,$2.99,DC,"50,504"
33,34,Wolverine Origins,22,$2.99,Marvel,"50,292"
34,35,Teen Titans,56,$2.99,DC,"50,251"
35,36,Ultimate X-Men,91,$2.99,Marvel,"49,031"
36,37,Ultimate Human,2,$2.99,Marvel,"48,547"
37,24,Angel After The Fall,4,$3.99,IDW,"48,377"
38,38,Kick Ass,1,$2.99,Marvel,"47,811"
39,39,Green Lantern Corps,21,$2.99,DC,"47,552"
40,40,Ultimate Iron Man II,3,$2.99,Marvel,"43,469"
41,41,Daredevil,105,$2.99,Marvel,"42,072"
42,42,Wonder Woman,17,$2.99,DC,"41,922"
43,43,Superman,673,$2.99,DC,"41,554"
44,44,Brave & Bold,10,$2.99,DC,"39,100"
45,46,Ultimate Fantastic Four,51,$2.99,Marvel,"38,779"
46,47,Batman & Outsiders,4,$2.99,DC,"37,879"
47,48,Booster Gold,0,$2.99,DC,"37,784"
48,49,Flash,237,$2.99,DC,"37,695"
49,51,Green Arrow Black Canary,5,$2.99,DC,"36,639"
50,52,Iron Man,26,$2.99,Marvel,"36,584"
51,54,Teen Titans Year One,2,$2.99,DC,"35,739"
52,57,Young Avengers Presents,2,$2.99,Marvel,"34,744"
53,58,Supergirl,26,$2.99,DC,"34,164"
54,59,Captain Marvel,3,$2.99,Marvel,"33,721"
55,60,Runaways,29,$2.99,Marvel,"33,190"
56,62,Punisher War Journal,16,$2.99,Marvel,"32,488"
57,64,Moon Knight,15,$2.99,Marvel,"31,533"
58,65,New Exiles,2,$2.99,Marvel,"31,336"
59,66,Legion of Super Heroes,39,$2.99,DC,"31,104"
60,67,Nightwing,141,$2.99,DC,"30,961"
61,68,Star Wars Legacy,19,$2.99,Dark Horse,"30,933"
62,69,World War Hulk Aftersmash Warbound,3,$2.99,Marvel,"30,688"
63,55,Death of New Gods,6,$3.50,DC,"30,463"
64,70,Star Wars Legacy,20,$2.99,Dark Horse,"29,877"
65,71,Annihilation Conquest,4,$2.99,Marvel,"29,372"
66,72,World of Warcraft,4,$2.99,DC,"28,963"
67,73,Umbrella Academy Apocalypse Suite,6,$2.99,Dark Horse,"28,861"
68,75,Thunderbolts International Incident,0,$2.99,Marvel,"28,493"
69,76,Boys,15,$2.99,Dynamic,"28,330"
70,77,Ghost Rider,20,$2.99,Marvel,"27,941"
71,50,Immortal Iron Fist Orson Randall Green Mist Death,0,$3.99,Marvel,"27,907"
72,78,Robin,171,$2.99,DC,"27,764"
73,79,Twelve,2,$2.99,Marvel,"27,532"
74,80,Anita Blake Vampire Hunter Guilty Pleasures,8,$2.99,Marvel,"27,341"
75,81,Batman Confidential,12,$2.99,DC,"27,191"
76,56,Nova Annual,1,$3.99,Marvel,"26,257"
77,82,World War Hulk Aftersmash Damage Control,2,$2.99,Marvel,"25,971"
78,83,Salvation Run,4,$2.99,DC,"25,882"
79,84,Batman Confidential,13,$2.99,DC,"25,719"
80,85,New Warriors,9,$2.99,Marvel,"25,678"
81,86,House of M Avengers,5,$2.99,Marvel,"25,330"
82,61,Spider-Man With Great Power,2,$3.99,Marvel,"24,785"
83,87,Silver Surfer In Thy Name,4,$2.99,Marvel,"24,696"
84,88,Fables,69,$2.99,DC,"24,321"
85,90,Ms. Marvel,24,$2.99,Marvel,"24,124"
86,91,Gotham Underground,5,$2.99,DC,"24,083"
87,92,Fables,70,$2.99,DC,"23,960"
88,63,Cable Deadpool,50,$3.99,Marvel,"23,912"
89,93,Black Panther,34,$2.99,Marvel,"23,381"
90,45,Fantastic Four Lost Adventure,0,$4.99,Marvel,"23,272"
91,94,Birds of Prey,115,$2.99,DC,"23,142"
92,95,Star Wars Dark Times,9,$2.99,Dark Horse,"23,033"
93,96,Walking Dead,46,$2.99,Image,"22,856"
94,100,Spawn,175,$2.95,Image,"22,324"
95,99,She-Hulk 2,26,$2.99,Marvel,"22,167"
96,102,Conan,49,$2.99,Dark Horse,"21,677"
97,53,Punisher Force of Nature,0,$4.99,Marvel,"21,424"
98,74,Black Panther Annual,1,$3.99,Marvel,"21,418"
99,104,Superman Confidential,12,$2.99,DC,"21,002"
100,105,Clandestine,1,$2.99,Marvel,"20,620"
101,106,Darkness,2,$2.99,Image,"19,407"
102,98,Zorro,1,$3.50,Dynamic,"19,195"
103,107,Order,8,$2.99,Marvel,"19,182"
104,109,Star Wars Rebellion,11,$2.99,Dark Horse,"18,964"
105,110,Catwoman,76,$2.99,DC,"18,786"
106,111,JLA Classified,52,$2.99,DC,"18,650"
107,101,Criminal 2,1,$3.50,Marvel,"18,643"
108,112,Abe Sapien Drowning,1,$2.99,Dark Horse,"18,398"
109,89,Astro City Dark Age Special,2,$3.99,DC,"18,221"
110,114,JLA Classified,53,$2.99,DC,"17,975"
111,115,Red Sonja,30,$2.99,Dynamic,"17,607"
112,117,Crime Bible The Five Lessons of Blood,5,$2.99,DC,"17,294"
113,118,Spirit,14,$2.99,DC,"17,266"
114,120,Freddy Vs. Jason Vs. Ash,5,$2.99,DC,"17,109"
115,97,Doctor Who,1,$3.99,IDW,"17,082"
116,123,Jack of Fables,20,$2.99,DC,"16,639"
117,124,Checkmate,23,$2.99,DC,"16,585"
118,125,JSA Classified,35,$2.99,DC,"16,551"
119,108,Rasl,1,$3.50,Cartoon,"16,346"
120,126,BPRD 1946,2,$2.99,Dark Horse,"16,203"
121,127,Amazing Spider-Girl,17,$2.99,Marvel,"16,182"
122,128,Suicide Squad Raise The Flag,6,$2.99,DC,"16,142"
123,103,Marvel Comics Presents,6,$3.99,Marvel,"16,107"
124,129,Wonder Girl,6,$2.99,DC,"15,883"
125,131,Ex Machina,34,$2.99,DC,"15,569"
126,113,Mouse Guard Winter 1152,3,$3.50,Archaia,"15,392"
127,132,Metal Men,6,$2.99,DC,"15,364"
128,133,Simon Dark,5,$2.99,DC,"15,351"
129,134,Witchblade,115,$2.99,Image,"15,317"
130,135,X-Men First Class Vol. 2,9,$2.99,Marvel,"15,310"
131,137,Shadowpact,22,$2.99,DC,"15,283"
132,169,Tiny Titans,1,$2.25,DC,"15,228"
133,139,Northlanders,3,$2.99,DC,"14,690"
134,119,G. I. Joe Americas Elite,32,$3.50,Devil's Due,"14,642"
135,140,Madame Mirage,5,$2.99,Image,"14,615"
136,141,Blue Beetle,24,$2.99,DC,"14,369"
137,143,Invincible,48,$2.99,Image,"14,308"
138,144,Lords of Avalon Sod,1,$2.99,Marvel,"14,274"
139,145,Uncle Sam & Freedom Fighters,6,$2.99,DC,"14,117"
140,146,Iron Man Enter Mandarin,5,$2.99,Marvel,"14,117"
141,147,Evil Dead,2,$2.99,Dark Horse,"14,110"
142,148,Authority Prime,5,$2.99,DC,"14,090"
143,150,Jenna Jamesons Shadow Hunter,1,$2.99,Virgin,"13,913"
144,152,Jonah Hex,28,$2.99,DC,"13,606"
145,153,All New Atom,20,$2.99,DC,"13,551"
146,116,Transformers Devastation,5,$3.99,IDW,"13,176"
147,156,Gen 13,17,$2.99,DC,"12,836"
148,121,Dead of Night Featuring Man Thing,1,$3.99,Marvel,"12,713"
149,122,Transformers Devastation,6,$3.99,IDW,"12,658"
150,157,Jungle Girl Px Ed,4,$2.99,Dynamic,"12,624"
151,159,Infinity Inc,6,$2.99,DC,"12,515"
152,167,Hellblazer,241,$2.99,DC,"11,990"
153,149,Grendel Behold The Devil,4,$3.50,Dark Horse,"11,936"
154,168,Captain America,34,$2.99,Marvel,"11,677"
155,136,Terror Inc,5,$3.99,Marvel,"11,465"
156,171,Midnighter,16,$2.99,DC,"11,302"
157,138,Transformers Spotlight Arcee,0,$3.99,IDW,"11,288"
158,174,100 Bullets,88,$2.99,DC,"11,070"
159,175,Goon,21,$2.99,Dark Horse,"10,838"
160,163,Army of Darkness,6,$3.50,Dynamic,"10,457"
161,177,DMZ,28,$2.99,DC,"10,457"
162,164,Halloween Nightdance,1,$3.50,Devil's Due,"10,429"
163,151,Doktor Sleepless,5,$3.99,Avatar,"10,395"
164,180,Bat Lash,3,$2.99,DC,"10,095"
165,184,Avengers Classic,9,$2.99,Marvel,"9,584"
166,172,Battlestar Galactica Origins,2,$3.50,Dynamic,"9,577"
167,130,Countdown Special Omac,0,$4.99,DC,"9,441"
168,185,Wildstorm Revelations,3,$2.99,DC,"9,400"
169,158,Speed Racer Chronicles of the Racer,1,$3.99,IDW,"9,386"
170,160,Gravel,1,$3.99,Avatar,"9,352"
171,188,Sword,5,$2.99,Image,"9,298"
172,162,Star Trek Aliens Spotlight Romulans,0,$3.99,IDW,"9,243"
