Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,Transformers Generation One,3,$2.95,Dreamwave,"141,118"
2,2,Spider-Man/Black Cat Evil That Men Do,1,$2.99,Marvel,"126,766"
3,5,New X-Men,127,$2.25,Marvel,"106,892"
4,6,Ultimates,6,$2.25,Marvel,"106,678"
5,7,New X-Men,128,$2.25,Marvel,"106,190"
6,8,Amazing Spider-Man,42,$2.25,Marvel,"103,530"
7,9,Ultimate X-Men,19,$2.25,Marvel,"99,538"
8,12,Uncanny X-Men,407,$2.25,Marvel,"94,855"
9,13,Ultimate Spider-Man,23,$2.25,Marvel,"93,861"
10,3,Spider-Man Blue,2,$3.50,Marvel,"72,969"
11,18,Green Arrow (resolicited),15,$2.50,DC,"72,447"
12,20,Wolverine,177,$2.25,Marvel,"72,335"
13,10,Captain America,3,$2.99,Marvel,"72,330"
14,21,Wolverine,178,$2.25,Marvel,"72,272"
15,11,X-Treme X-Men,14,$2.99,Marvel,"72,062"
16,15,G.I. Joe,7,$2.95,Image,"70,605"
17,27,JLA,67,$2.25,DC,"64,007"
18,33,Spider-Man Peter Parker,45,$2.25,Marvel,"57,087"
19,19,Micronauts,1,$2.95,Image,"55,854"
20,35,Avengers,55,$2.25,Marvel,"55,225"
21,32,Detective Comics,771,$2.50,DC,"52,301"
22,24,Daredevil,34,$2.99,Marvel,"50,756"
23,44,Incredible Hulk,41,$2.25,Marvel,"49,713"
24,46,Incredible Hulk,42,$2.25,Marvel,"49,270"
25,25,Punisher,13,$2.99,Marvel,"49,070"
26,47,Batman,604,$2.25,DC,"48,734"
27,38,Batgirl,29,$2.50,DC,"46,921"
28,51,Fantastic Four,56,$2.25,Marvel,"46,058"
29,41,Batman Gotham Knights,30,$2.50,DC,"46,034"
30,52,Fantastic Four,57,$2.25,Marvel,"45,931"
31,22,JSA,37,$3.50,DC,"45,566"
32,30,Rising Stars,20,$2.99,Image,"44,684"
33,45,Spawn,123,$2.50,Image,"44,372"
34,48,Hawkman,4,$2.50,DC,"43,690"
35,58,X-Force,129,$2.25,Marvel,"42,535"
36,36,Spider-Man Quality of Life,2,$2.99,Marvel,"41,458"
37,59,Exiles,14,$2.25,Marvel,"41,233"
38,60,Green Lantern,151,$2.25,DC,"41,082"
39,4,Incredible Hulk End,,$5.95,Marvel,"40,795"
40,61,Superman,183,$2.25,DC,"40,673"
41,62,Call of Duty Brotherhood,1,$2.25,Marvel,"40,278"
42,16,Thor,50,$4.95,Marvel,"39,927"
43,55,Fathom,16,$2.50,Image,"39,172"
44,39,Infinity Abyss,1,$2.99,Marvel,"38,816"
45,40,Spider-Man Get Kraven,1,$2.99,Marvel,"38,807"
46,64,Iron Man,56,$2.25,Marvel,"38,743"
47,42,Sabertooth Mary Shelley Overdrive,1,$2.99,Marvel,"38,368"
48,43,Paradise X,3,$2.99,Marvel,"38,163"
49,17,Spider-Man Sweet Charity,,$4.95,Marvel,"38,046"
50,66,Nightwing,70,$2.25,DC,"36,838"
51,49,Elektra,11,$2.99,Marvel,"36,453"
52,50,Infinity Abyss,2,$2.99,Marvel,"36,346"
53,14,G.I. Joe Battle Files,2,$5.95,Image,"35,098"
54,71,Action Comics,792,$2.25,DC,"34,986"
55,73,Adventures of Superman,605,$2.25,DC,"34,391"
56,53,Alias,10,$2.99,Marvel,"33,568"
57,54,Cage,4,$2.99,Marvel,"33,163"
58,78,Superman Man of Steel,127,$2.25,DC,"33,071"
59,56,Filth,1,$2.95,DC,"33,007"
60,57,Black Widow Pale Little Spider,3,$2.99,Marvel,"32,403"
61,69,Azrael Agent of the Bat,91,$2.50,DC,"32,184"
62,70,Catwoman,8,$2.50,DC,"31,925"
63,83,Marvel Mangaverse,3,$2.25,Marvel,"31,911"
64,85,Flash,187,$2.25,DC,"30,804"
65,86,Thunderbolts,65,$2.25,Marvel,"30,268"
66,87,Batman Legends of the Dark Knight,156,$2.25,DC,"30,244"
67,88,Thunderbolts,66,$2.25,Marvel,"30,098"
68,63,Spider-Man Tangled Web,15,$2.99,Marvel,"29,581"
69,90,Robin,103,$2.25,DC,"29,494"
70,93,Order,5,$2.25,Marvel,"29,011"
71,80,Birds of Prey,44,$2.50,DC,"28,919"
72,65,Powers,22,$2.95,Image,"28,485"
73,97,Deadpool,68,$2.25,Marvel,"28,178"
74,99,Cable,106,$2.25,Marvel,"28,071"
75,67,Marvel Knights Double Shot (resolicited),3,$2.99,Marvel,"27,335"
76,105,Wonder Woman,182,$2.25,DC,"27,052"
77,68,Thing Freakshow,1,$2.99,Marvel,"26,925"
78,31,Batgirl Secret Files,1,$4.95,DC,"26,696"
79,91,Legion,9,$2.50,DC,"26,345"
80,109,Spider-Girl,48,$2.25,Marvel,"26,072"
81,23,JLA Destiny,1,$5.95,DC,"26,043"
82,74,Marvel Knights Vol. 2,4,$2.99,Marvel,"25,829"
83,94,Young Justice,46,$2.50,DC,"25,824"
84,75,Blade,4,$2.99,Marvel,"25,770"
85,76,Sojourn,12,$2.95,Crossgen,"25,605"
86,77,Just A Pilgrim Garden of Eden,4,$2.99,Wizard,"25,034"
87,101,Titans,42,$2.50,DC,"25,025"
88,79,Howard The Duck,6,$2.99,Marvel,"24,630"
89,26,Jist W/Walter Simonson Creating Sandman,,$5.95,DC,"24,523"
90,104,Captain Marvel,33,$2.50,Marvel,"24,352"
91,82,Tomb Raider Journeys,5,$2.95,Image,"24,342"
92,81,Hood,2,$2.99,Marvel,"24,133"
93,84,Avengers Icons Tigra,4,$2.99,Marvel,"23,368"
94,29,Star Wars Tales,12*,$5.99,Dark Horse,"23,363"
95,110,Muties,5,$2.50,Marvel,"23,334"
96,111,Morlocks,3,$2.50,Marvel,"23,314"
97,118,Harley Quinn,21,$2.25,DC,"23,144"
98,89,Out There,12,$2.95,DC,"22,807"
99,92,Ruse,9,$2.95,Crossgen,"22,203"
100,98,Path,4,$2.95,Crossgen,"21,448"
101,95,Star Wars,43,$2.99,Dark Horse,"21,414"
102,100,Route 666,1,$2.95,Crossgen,"21,306"
103,34,Green Lantern Brightest Day Blackest Night,,$5.95,DC,"20,980"
104,119,Black Panther,45,$2.50,Marvel,"20,736"
105,120,Black Panther,46,$2.50,Marvel,"20,605"
106,103,Lone Wolf 2100,2,$2.99,Dark Horse,"20,517"
107,131,Supergirl,71,$2.25,DC,"20,468"
108,107,Warlands Age of Ice,6,$2.95,Dreamwave,"20,356"
109,108,Way of the Rat,2,$2.95,Crossgen,"20,327"
110,106,Deadline,3,$2.99,Marvel,"20,288"
111,37,Batman Deathblow After Fire,3,$5.95,DC,"20,229"
112,121,Hellblazer,175,$2.50,DC,"20,215"
113,124,Inferno Hellbound,4,$2.50,Image,"19,601"
114,113,Promethea,21,$2.95,DC,"19,420"
115,125,Power Company,5,$2.50,DC,"19,182"
116,128,Doom Patrol,9,$2.50,DC,"18,792"
117,129,Spectre,18,$2.50,DC,"18,660"
118,115,High Roads,3,$2.95,DC,"18,343"
119,155,Justice League Adventures,8,$1.99,DC,"18,231"
120,133,100 Bullets,37,$2.50,DC,"18,212"
121,96,Buffy the Vampire Slayer Angel Reunion,,$3.50,Dark Horse,"18,163"
122,116,Athena Inc,2,$2.95,Image,"18,134"
123,134,Transmetropolitan,57,$2.50,DC,"18,036"
124,117,Scion,25,$2.95,Crossgen,"17,934"
125,138,Fables,2,$2.50,DC,"17,744"
126,149,X-Men Evolution,8,$2.25,Marvel,"17,081"
127,122,Buffy the Vampire Slayer,46,$2.99,Dark Horse,"16,862"
128,142,Suicide Squad,10,$2.50,DC,"16,813"
129,123,Bastard Samurai,2,$2.95,Image,"16,730"
130,126,Banished Knights,4,$2.95,Dreamwave,"15,980"
131,28,Savage Dragon,100,$8.95,Image,"15,892"
132,127,Lady Death Dark Alliance,1,$2.99,Chaos,"15,741"
133,144,Lucifer,27,$2.50,DC,"15,697"
134,145,Simpsons Comics,71,$2.50,Bongo,"15,658"
135,72,Universe,8,$4.95,Image,"15,648"
136,130,Crux,15,$2.95,Crossgen,"15,629"
137,147,Codename Knockout,14,$2.50,DC,"15,531"
