Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,3,Thor,1,$2.99,Marvel,"165,267"
2,4,Fallen Son: Death of Captain America: Iron Man,0,$2.99,Marvel,"156,825"
3,1,World War Hulk,2,$3.99,Marvel,"155,267"
4,5,Wolverine,55,$2.99,Marvel,"130,661"
5,2,Dark Tower Gunslinger Born,6,$3.99,Marvel,"128,291"
6,6,New Avengers,32,$2.99,Marvel,"122,947"
7,7,Justice League of America,11,$2.99,DC,"122,780"
8,8,Mighty Avengers,4,$2.99,Marvel,"107,730"
9,9,All Star Batman & Robin,6,$2.99,DC,"105,954"
10,10,Amazing Spider-Man,542,$2.99,Marvel,"105,678"
11,11,Incredible Hulk,108,$2.99,Marvel,"104,999"
12,12,Buffy The Vampire Slayer,5,$2.99,Dark Horse,"100,795"
13,13,Avengers Initiative,4,$2.99,Marvel,"94,740"
14,14,Captain America,28,$2.99,Marvel,"89,689"
15,15,Justice Society of America,7,$2.99,DC,"88,852"
16,16,Uncanny X-Men,488,$2.99,Marvel,"86,716"
17,17,X-Men,201,$2.99,Marvel,"86,247"
18,18,Batman,666,$2.99,DC,"83,751"
19,19,All Star Superman,8,$2.99,DC,"83,299"
20,20,Green Lantern,21,$2.99,DC,"81,901"
21,21,World War Hulk X-Men,2,$2.99,Marvel,"79,916"
22,22,All Flash,1,$2.99,DC,"78,927"
23,24,World War Hulk Front Line,2,$2.99,Marvel,"76,113"
24,25,Ultimate Spider-Man,111,$2.99,Marvel,"75,460"
25,26,Countdown,43,$2.99,DC,"73,886"
26,27,Countdown,42,$2.99,DC,"73,090"
27,28,Iron Man,20,$2.99,Marvel,"72,805"
28,29,Countdown,41,$2.99,DC,"72,596"
29,30,Countdown,40,$2.99,DC,"72,077"
30,31,Superman/Batman,38,$2.99,DC,"67,671"
31,32,Marvel Zombies Army of Darkness,5,$2.99,Marvel,"67,269"
32,33,World War Hulk Gamma Corps,1,$2.99,Marvel,"65,695"
33,34,Ghost Rider,13,$2.99,Marvel,"64,070"
34,35,Ultimate Power,6,$2.99,Marvel,"61,340"
35,37,New Avengers Transformers,1,$2.99,Marvel,"60,544"
36,38,Ultimate X-Men,84,$2.99,Marvel,"59,907"
37,39,Teen Titans,49,$2.99,DC,"59,237"
38,23,Wolverine Origins Annual,1,$3.99,Marvel,"57,755"
