Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,Infinite Crisis,3,$3.99,DC,"188,855"
2,2,All Star Batman & Robin,3,$2.99,DC,"162,994"
3,5,New Avengers,14,$2.50,Marvel,"124,301"
4,3,Justice,3,$3.50,DC,"113,370"
5,6,Superman Batman,23,$2.99,DC,"102,249"
6,7,Ultimate Wolverine Vs Hulk,1,$2.99,Marvel,"100,948"
7,8,Ultimates 2,9,$2.99,Marvel,"94,494"
8,10,Green Lantern,6,$2.99,DC,"88,437"
9,14,Uncanny X-Men,467,$2.50,Marvel,"81,282"
10,15,Amazing Spider-Man,527,$2.50,Marvel,"79,262"
11,4,Secret War Book Five,,$3.99,Marvel,"79,091"
12,16,X-Men,179,$2.50,Marvel,"77,190"
13,18,JLA,123,$2.50,DC,"76,900"
14,9,X-Men Deadly Genesis,2,$3.50,Marvel,"75,599"
15,22,Ultimate Spider-Man,87,$2.50,Marvel,"74,538"
16,24,X-Men,180,$2.50,Marvel,"74,386"
17,25,Ultimate Spider-Man,88,$2.50,Marvel,"72,984"
18,11,Friendly Neighborhood Spider-Man,3,$2.99,Marvel,"72,315"
19,27,Wolverine,37,$2.50,Marvel,"70,717"
20,28,Ultimate Fantastic Four,26,$2.50,Marvel,"68,324"
21,13,Marvel Knights Spider-Man,21,$2.99,Marvel,"68,046"
22,30,Teen Titans,30,$2.50,DC,"67,155"
23,17,Green Lantern Corps Recharge,3,$2.99,DC,"64,490"
24,19,Spider-Woman Origin,1,$2.99,Marvel,"63,954"
25,33,Superman,224,$2.50,DC,"63,720"
26,20,Ultimate Iron Man,5,$2.99,Marvel,"63,253"
27,34,Batman,648,$2.50,DC,"63,152"
28,21,Ultimate X-Men Fantastic Four Special,,$2.99,Marvel,"62,905"
29,23,Son of M,1,$2.99,Marvel,"62,255"
30,26,Ghost Rider,4,$2.99,Marvel,"59,678"
31,29,Spider-Man Black Cat Evil That Men Do,4,$2.99,Marvel,"57,089"
32,31,X-Factor,1,$2.99,Marvel,"56,053"
33,32,Spider-Man Black Cat Evil That Men Do,5,$2.99,Marvel,"53,849"
34,12,Young Avengers Special,1,$3.99,Marvel,"51,020"
35,45,JSA,80,$2.50,DC,"50,862"
36,36,New Excalibur,2,$2.99,Marvel,"48,816"
37,49,Wonder Woman,224,$2.50,DC,"47,225"
38,38,Fantastic Four,533,$2.99,Marvel,"46,751"
39,51,Outsiders,31,$2.50,DC,"46,555"
40,52,JSA Classified,6,$2.50,DC,"45,318"
41,39,X-Factor,2,$2.99,Marvel,"44,951"
42,40,Captain America,13,$2.99,Marvel,"44,945"
43,41,Generation M,2,$2.99,Marvel,"43,549"
44,43,New X-Men,21,$2.99,Marvel,"43,474"
45,44,Daredevil,80,$2.99,Marvel,"43,309"
46,57,Action Comics,834,$2.50,DC,"42,425"
47,58,Adventures of Superman,647,$2.50,DC,"42,236"
48,46,JLA Classified,15,$2.99,DC,"41,952"
49,47,Sentry,4,$2.99,Marvel,"41,901"
50,59,Flash,229,$2.50,DC,"41,459"
51,67,Detective Comics,814,$2.50,DC,"37,146"
52,54,Incredible Hulk,90,$2.99,Marvel,"36,925"
53,73,Nightwing,115,$2.50,DC,"35,674"
54,37,New Avengers Most Wanted Files,,$3.99,Marvel,"35,542"
55,55,Punisher,28,$2.99,Marvel,"35,535"
56,56,Marvel Zombies,1,$2.99,Marvel,"35,497"
57,61,Exiles,74,$2.99,Marvel,"33,881"
58,62,Supreme Power Hyperion,3,$2.99,Marvel,"33,609"
59,42,All Star Batman & Robin Sp Ed,1,$3.99,DC,"32,611"
60,63,Conan,23,$2.99,Dark Horse,"32,593"
61,64,Supreme Power Nighthawk,4,$2.99,Marvel,"32,207"
62,79,Green Arrow,57,$2.50,DC,"31,778"
63,66,Seven Soldiers Mister Miracle,2,$2.99,DC,"31,506"
64,68,Iron Man Inevitable,1,$2.99,Marvel,"31,033"
65,84,Birds of Prey,89,$2.50,DC,"30,654"
66,35,Superman Secret Files 2005,,$4.99,DC,"30,647"
67,70,Daredevil Father,5,$2.99,Marvel,"30,250"
68,71,Seven Soldiers Bulleteer,2,$2.99,DC,"30,142"
69,72,What If Wolverine,,$2.99,Marvel,"29,953"
70,50,She-Hulk 2,3,$3.99,Marvel,"29,429"
71,74,Black Panther,11,$2.99,Marvel,"29,328"
72,75,Batman & Monster Men,2,$2.99,DC,"29,138"
73,76,Spawn,151,$2.95,Image,"28,860"
74,95,Batman Gotham Knights,72,$2.50,DC,"28,854"
75,97,Robin,145,$2.50,DC,"28,532"
76,77,Books of Doom,2,$2.99,Marvel,"27,768"
77,109,Batgirl,71,$2.50,DC,"26,378"
78,81,Jonah Hex,2,$2.99,DC,"26,227"
79,82,Y The Last Man,40,$2.99,DC,"26,006"
80,83,Fantastic Four Special,,$2.99,Marvel,"25,861"
81,60,Punisher Silent Night,,$3.99,Marvel,"25,816"
82,86,Powers,15,$2.95,Marvel,"25,633"
83,87,Runaways,11,$2.99,Marvel,"25,261"
84,88,Punisher Vs Bullseye,2,$2.99,Marvel,"25,122"
85,89,New Thunderbolts,16,$2.99,Marvel,"25,084"
86,90,What If Captain America,,$2.99,Marvel,"24,951"
87,113,Hawkman,47,$2.50,DC,"24,736"
88,105,Fables,44,$2.75,DC,"24,515"
89,92,What If Fantastic Four,,$2.99,Marvel,"24,478"
90,65,Street Fighter II,1,$3.95,Udon,"24,358"
91,93,What If Thor,,$2.99,Marvel,"24,250"
92,94,Conan & Demons of Khitai,3,$2.99,Dark Horse,"24,155"
93,114,Catwoman,50,$2.50,DC,"24,137"
94,115,Batman Legends of the Dark Knight,198,$2.50,DC,"24,010"
95,96,Hunter Killer,5,$2.99,Image,"23,878"
96,98,X-Men Colossus Bloodline,4,$2.99,Marvel,"23,694"
97,99,Thing,2,$2.99,Marvel,"23,606"
98,100,Captain Atom Armageddon,3,$2.99,DC,"23,480"
99,119,Firestorm,20,$2.50,DC,"23,473"
100,101,What If Daredevil,,$2.99,Marvel,"23,473"
101,999,Cable Deadpool,23,$2.99,Marvel,"23,297"
102,999,Batman Journey Into Knight,5,$2.50,DC,"23,227"
103,999,Marvel Knights 4,25,$2.99,Marvel,"22,754"
104,999,Danger Girl Back I/Black,2,$2.99,DC,"22,457"
105,999,What If Submariner,,$2.99,Marvel,"22,179"
106,999,X-Men Unlimited,12,$2.99,Marvel,"22,135"
107,999,Thor Blood Oath,5,$2.99,Marvel,"22,046"
108,999,Star Wars Republic,80,$2.99,Dark Horse,"21,421"
109,999,Thor Blood Oath,6,$2.99,Marvel,"21,364"
110,999,Official Hndbk Ultimate Marvel Univ Ultimates & X-Men 2005,,$3.99,Marvel,"20,796"
111,999,JLA Classified Cold Steel,1,$5.99,DC,"20,543"
112,999,G.I. Joe Americas Elite,6,$4.50,Devil's Due,"20,139"
113,999,Marvel Team-Up,15,$2.99,Marvel,"20,000"
114,999,Fathom,5,$2.99,Aspen,"19,924"
115,999,Aquaman,37,$2.50,DC,"19,640"
116,999,Fathom,6,$2.99,Aspen,"19,021"
117,999,G.I. Joe Snake-Eyes Declassified,5,$2.95,Devil's Due,"18,927"
118,999,Star Wars Empire,38,$2.99,Dark Horse,"18,882"
119,999,Star Wars X-Wing Rogue Leader,3,$2.99,Dark Horse,"18,838"
120,999,Gotham Central,38,$2.50,DC,"18,630"
121,999,Batman Gotham County Line,3,$5.99,DC,"18,586"
122,999,Glx-Mas Special,,$3.99,Marvel,"18,415"
123,999,Soulfire Dying of the Light,4,$2.99,Aspen,"17,360"
124,999,Angel Old Friends,1,$3.99,IDW,"17,165"
125,999,Spider-Girl,93,$2.99,Marvel,"17,057"
126,999,Testament,1,$2.99,DC,"16,893"
127,999,Black Widow 2,4,$2.99,Marvel,"16,647"
128,999,Loveless,3,$2.99,DC,"16,280"
129,999,Team Zero,1,$2.99,DC,"15,933"
130,999,Wraithborn,4,$2.99,DC,"15,883"
131,999,Wildcats Nemesis,4,$2.99,DC,"15,428"
132,999,Book of Lost Souls,3,$2.99,Marvel,"15,308"
133,999,Solo,8,$4.99,DC,"15,264"
134,999,BPRD Black Flame,5,$2.99,Dark Horse,"14,986"
135,999,Nightmare on Elm St Paranoid,1,$3.99,Avatar,"14,860"
136,999,DMZ,2,$2.99,DC,"14,841"
137,999,Authority Magnificent Kevin,5,$2.99,DC,"14,664"
138,999,Hellblazer,215,$2.75,DC,"14,405"
139,999,100 Bullets,67,$2.75,DC,"14,165"
140,999,Sentinel,2,$2.99,Marvel,"14,108"
141,999,Manhunter,17,$2.50,DC,"13,615"
142,999,Friday The 13th Bloodbath,2,$3.99,Avatar,"13,590"
143,999,Down,2,$2.99,Image,"13,508"
144,999,Vigilante,4,$2.99,DC,"13,344"
145,999,Nick Fury Howling Commandos,3,$2.99,Marvel,"13,331"
146,999,Blood of the Demon,10,$2.50,DC,"12,813"
