Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,Blackest Night ,5 (promo),$3.99,DC,"144,868"
2,5,Green Lantern,48,$2.99,DC,"100,325"
3,2,Captain America Reborn,4,$3.99,Marvel,"96,526"
4,7,Batman and Robin,6,$2.99,DC,"95,646"
5,3,Justice League of America,39 (promo),$3.99,DC,"89,335"
6,4,Adventure Comics,4 (promo),$3.99,DC,"85,106"
7,10,Green Lantern Corps,42,$2.99,DC,"80,354"
8,6,New Avengers,59,$3.99,Marvel,"74,345"
9,13,Flash Rebirth,5,$2.99,DC,"73,841"
10,8,Dark Avengers,11,$3.99,Marvel,"72,192"
11,21,Uncanny X-Men,517,$2.99,Marvel,"69,525"
12,20,Batman,693,$2.99,DC,"68,951"
13,9,Amazing Spider-Man,612,$3.99,Marvel,"68,427"
14,27,Amazing Spider-Man,613,$2.99,Marvel,"64,669"
15,28,Amazing Spider-Man,611,$2.99,Marvel,"64,484"
16,30,Astonishing X-Men,32,$2.99,Marvel,"62,125"
17,31,Amazing Spider-Man,610,$2.99,Marvel,"61,142"
18,11,Ultimate Comics Avengers,4,$3.99,Marvel,"58,996"
19,12,Booster Gold,26 (promo),$3.99,DC,"57,096"
20,14,Dark Reign List Amazing Spider-Man One-Shot,0,$3.99,Marvel,"56,188"
21,24,Invincible Iron Man,20,$3.99,Marvel,"55,135"
22,15,Detective Comics,859,$3.99,DC,"54,367"
23,37,X-Force,21,$2.99,Marvel,"53,942"
24,16,Doom Patrol,4 (promo),$3.99,DC,"53,723"
25,17,Thor Giant Size Finale,1,$3.99,Marvel,"53,541"
26,19,Hulk,17,$3.99,Marvel,"52,629"
27,18,Justice League Cry For Justice,5,$3.99,DC,"52,376"
28,39,Dark Wolverine,80,$2.99,Marvel,"52,370"
29,38,Superman Batman,66,$2.99,DC,"52,119"
30,22,Rebels,10 (promo),$3.99,DC,"51,076"
31,23,Outsiders,24 (promo),$3.99,DC,"50,894"
32,40,X-Men Legacy,229,$2.99,Marvel,"50,766"
33,26,Dark X-Men,1,$3.99,Marvel,"50,144"
34,42,Mighty Avengers,31,$2.99,Marvel,"49,457"
35,41,Buffy the Vampire Slayer,30,$2.99,Dark Horse,"49,132"
36,25,Ultimate Comics Spider-Man,4,$3.99,Marvel,"49,083"
37,44,Deadpool,17,$2.99,Marvel,"46,743"
38,29,Teen Titans,77,$3.99,DC,"46,218"
39,32,Superman Secret Origin,3,$3.99,DC,"45,008"
40,46,Batman Widening Gyre,3,$2.99,DC,"43,316"
41,47,Justice Society of America,33,$2.99,DC,"43,198"
42,33,Image United,1,$3.99,Image,"42,846"
43,50,Red Robin,6,$2.99,DC,"42,389"
44,36,Incredible Hulk,604,$3.99,Marvel,"40,633"
45,53,Daredevil,502,$2.99,Marvel,"40,335"
46,55,Deadpool Team-Up,899,$2.99,Marvel,"39,566"
47,56,Fantastic Four,573,$2.99,Marvel,"39,415"
48,59,Wolverine Origins,42,$2.99,Marvel,"37,886"
49,60,Deadpool Merc With A Mouth,5,$2.99,Marvel,"37,764"
50,43,Wolverine Weapon X,7,$3.99,Marvel,"36,091"
51,62,Superman World of New Krypton,9,$2.99,DC,"35,270"
52,63,Batgirl,4,$2.99,DC,"34,681"
53,64,Superman,694,$2.99,DC,"34,414"
54,45,Action Comics,883,$3.99,DC,"33,371"
55,70,New Mutants,7,$2.99,Marvel,"33,313"
56,35,Batman Doc Savage Special,1,$4.99,DC,"32,621"
57,49,Dark Tower Fall of Gilead,6,$3.99,Marvel,"32,516"
58,71,Spider-Woman,3,$2.99,Marvel,"32,422"
59,48,Batman Streets of Gotham,6,$3.99,DC,"32,288"
60,51,Web of Spider-Man,2,$3.99,Marvel,"32,078"
61,74,Secret Warriors,10,$2.99,Marvel,"31,552"
62,75,Thunderbolts,138,$2.99,Marvel,"31,224"
63,73,Gotham City Sirens,6,$2.99,DC,"30,976"
64,58,Black Widow Deadly Origin,1,$3.99,Marvel,"29,338"
65,82,Cable,20,$2.99,Marvel,"29,231"
66,81,Supergirl,47,$2.99,DC,"29,146"
67,57,Punisher Max,1,$3.99,Marvel,"29,106"
68,85,Avengers Initiative,30,$2.99,Marvel,"28,675"
69,84,Haunt,2,$2.99,Image,"28,241"
70,61,Realm of Kings,0,$3.99,Marvel,"28,168"
71,34,Justice Society of America 80 Page Giant,1,$5.99,DC,"27,892"
72,87,Titans,19,$2.99,DC,"27,086"
73,88,Worlds Finest,2,$2.99,DC,"26,554"
74,91,Wonder Woman,38,$2.99,DC,"26,253"
75,65,Psylocke,1,$3.99,Marvel,"26,132"
76,122,Archie,603,$2.50,Archie,"25,787"
77,66,Stand Soul Survivors,2,$3.99,Marvel,"25,588"
78,67,Assault On New Olympus,0,$3.99,Marvel,"25,546"
79,79,Marvelous Land of Oz,1,$3.99,Marvel,"25,326"
80,80,Dr Horrible One Shot,0,$3.50,Dark Horse,"25,314"
81,68,X-Men Vs Agents of Atlas,2,$3.99,Marvel,"25,210"
82,69,Incredible Hercules,138,$3.99,Marvel,"25,104"
83,98,Punisher,11,$2.99,Marvel,"24,978"
84,97,Walking Dead,67,$2.99,Image,"24,655"
85,72,Realm of Kings Inhumans,1,$3.99,Marvel,"24,202"
86,54,Marvel Zombies Evil Evolution,0,$4.99,Marvel,"23,740"
87,93,Boys,36,$2.99,Dynamic,"23,460"
88,76,Realm of Kings Imperial Guard,1,$3.99,Marvel,"23,439"
89,77,Strange,1,$3.99,Marvel,"23,351"
90,103,Vengeance of Moon Knight,3,$2.99,Marvel,"23,348"
91,102,Secret Six,15,$2.99,DC,"23,179"
92,106,Guardians of the Galaxy,20,$2.99,Marvel,"22,954"
93,105,Ms. Marvel,47,$2.99,Marvel,"22,926"
94,107,Nova,31,$2.99,Marvel,"22,917"
95,83,Sword,1,$3.99,Marvel,"21,978"
96,112,Arkham Reborn,2,$2.99,DC,"21,760"
97,111,Star Wars Legacy,42,$2.99,Dark Horse,"21,649"
98,113,Azrael,2,$2.99,DC,"21,382"
99,115,Brave and The Bold,29,$2.99,DC,"21,277"
100,101,Boys Herogasm,6,$2.99,Dynamic,"21,115"
101,117,Fables,90,$2.99,DC,"20,872"
102,86,Deathlok,1,$3.99,Marvel,"20,845"
103,78,Angel,27,$3.99,IDW,"20,721"
104,99,Star Wars Purge Seconds to Die One Shot,0,$3.50,Dark Horse,"20,362"
105,120,Cinderella From Fabletown With Love,1,$2.99,DC,"20,328"
106,89,Dark Avengers Ares,2,$3.99,Marvel,"20,247"
107,92,Powers,1,$3.95,Marvel,"20,137"
108,90,X-Men Forever,11,$3.99,Marvel,"20,121"
109,94,X-Men Forever,12,$3.99,Marvel,"19,532"
110,95,Spider-Man Clone Saga,3,$3.99,Marvel,"19,469"
111,123,Batman The Unseen,3,$2.99,DC,"19,160"
112,128,Black Panther 2,10,$2.99,Marvel,"19,138"
113,127,Son of Hulk,17,$2.99,Marvel,"19,088"
114,96,X-Men Origins Iceman,0,$3.99,Marvel,"18,995"
115,124,JSA Vs Kobra,6,$2.99,DC,"18,985"
116,125,Hellboy Wild Hunt,8,$2.99,Dark Horse,"18,933"
117,131,War Machine,11,$2.99,Marvel,"18,536"
118,129,Star Wars Invasion,5,$2.99,Dark Horse,"18,307"
119,130,Conan The Cimmerian,15,$2.99,Dark Horse,"18,285"
120,52,Lobo Highway To Hell,1,$6.99,DC,"18,239"
121,132,Batman The Unseen,4,$2.99,DC,"17,936"
122,133,Conan The Cimmerian,16,$2.99,Dark Horse,"17,770"
123,100,Green Arrow Black Canary,26,$3.99,DC,"17,376"
124,142,Doctor Voodoo Avenger of Supernatural,2,$2.99,Marvel,"16,673"
125,138,Batman Confidential,36,$2.99,DC,"16,656"
126,141,Batman Confidential,37,$2.99,DC,"16,347"
127,114,Ghost Riders Heavens On Fire,4,$3.99,Marvel,"16,186"
128,140,Star Wars Knights of the Old Republic,47,$2.99,Dark Horse,"16,142"
129,116,Immortal Weapons,4,$3.99,Marvel,"15,924"
130,134,Criminal Sinners,2,$3.50,Marvel,"15,621"
131,148,Invincible,68,$2.99,Image,"15,535"
132,104,G.I. Joe,11,$3.99,IDW,"15,520"
133,119,Immortal Weapons,5,$3.99,Marvel,"15,504"
134,108,Transformers Ongoing,1,$3.99,IDW,"15,213"
135,121,Torch,3,$3.99,Marvel,"15,202"
136,146,Project Superpowers Chapter Two,4,$2.99,Dynamic,"14,973"
137,150,Unwritten,7,$2.99,DC,"14,756"
138,110,Supergod,1,$3.99,Avatar,"14,238"
139,153,B.P.R.D. 1947,5,$2.99,Dark Horse,"13,971"
140,109,Irredeemable,8,$3.99,Boom,"13,682"
141,154,Star Wars Clone Wars,10,$2.99,Dark Horse,"13,454"
142,164,Witchblade,132,$2.99,Image,"13,201"
143,159,Great Ten,1,$2.99,DC,"13,153"
