Units,Dollars,Comic-book Title,Issue,Price,Publisher,Est. units
1,1,World War Hulk,5,$3.99,Marvel,"145,769"
2,3,Astonishing X-Men,23,$2.99,Marvel,"112,879"
3,4,New Avengers,36,$2.99,Marvel,"107,677"
4,5,Thor,4,$2.99,Marvel,"106,503"
5,6,Uncanny X-Men,492,$2.99,Marvel,"102,474"
6,7,Incredible Hulk,111,$2.99,Marvel,"101,499"
7,2,Sensational Spider-Man,41,$3.99,Marvel,"100,264"
8,8,X-Men,205,$2.99,Marvel,"99,051"
9,9,All Star Batman & Robin Boy Wonder,8,$2.99,DC,"97,003"
10,10,Buffy the Vampire Slayer,8,$2.99,Dark Horse,"91,562"
11,11,New Avengers Illuminati,5,$2.99,Marvel,"85,515"
12,12,All Star Superman,9,$2.99,DC,"78,678"
13,13,Batman,671,$2.99,DC,"76,736"
14,14,Countdown to Final Crisis,25,$2.99,DC,"74,642"
15,15,Countdown to Final Crisis,24,$2.99,DC,"74,020"
16,16,Captain America,32,$2.99,Marvel,"73,283"
17,17,Countdown to Final Crisis,23,$2.99,DC,"73,214"
18,18,Countdown to Final Crisis,22,$2.99,DC,"72,738"
19,19,Marvel Zombies 2,2,$2.99,Marvel,"72,685"
20,20,New X-Men,44,$2.99,Marvel,"70,805"
21,21,X-Factor,25,$2.99,Marvel,"70,406"
22,23,Avengers Initiative,7,$2.99,Marvel,"66,431"
23,25,Wolverine,59,$2.99,Marvel,"65,702"
24,29,Ultimate Spider-Man,116,$2.99,Marvel,"61,512"
25,30,Batman & Outsiders,1,$2.99,DC,"60,668"
26,31,Detective Comics,838,$2.99,DC,"60,246"
27,32,Fantastic Four,551,$2.99,Marvel,"58,596"
28,34,Wolverine Origins,19,$2.99,Marvel,"55,979"
29,35,Green Lantern Corps,18,$2.99,DC,"55,818"
30,36,Action Comics,859,$2.99,DC,"54,552"
31,37,Teen Titans,53,$2.99,DC,"54,368"
32,38,Superman Batman,42,$2.99,DC,"54,322"
33,39,Superman Batman,43,$2.99,DC,"53,470"
34,40,World War Hulk Front Line,6,$2.99,Marvel,"53,140"
35,41,Wonder Woman,14,$2.99,DC,"53,071"
36,42,Robin,168,$2.99,DC,"50,654"
37,22,Halo Uprising,2,$3.99,Marvel,"50,147"
38,24,Teen Titans East Special,1,$3.99,DC,"49,718"
39,26,Captain America Chosen,4,$3.99,Marvel,"48,490"
40,27,Superman,670,$3.99,DC,"48,390"
41,28,Angel After The Fall,1,$3.99,IDW,"47,546"
42,43,House of M Avengers,1,$2.99,Marvel,"47,508"
43,44,Nightwing,138,$2.99,DC,"46,740"
44,45,Flash,234,$2.99,DC,"46,418"
45,47,Brave and The Bold,8,$2.99,DC,"45,612"
46,48,Supergirl,23,$2.99,DC,"45,443"
47,49,Daredevil,102,$2.99,Marvel,"45,014"
48,50,World of Warcraft,1,$2.99,DC,"44,492"
49,51,Captain Marvel,1,$2.99,Marvel,"43,678"
50,52,World War Hulk Gamma Corps,4,$2.99,Marvel,"43,103"
51,54,Ultimate Fantastic Four,48,$2.99,Marvel,"43,064"
52,33,Superman Annual,13,$3.99,DC,"42,819"
53,55,Green Arrow Black Canary,2,$2.99,DC,"42,811"
54,56,Batman & Outsiders,2,$2.99,DC,"42,811"
55,57,Punisher War Journal,13,$2.99,Marvel,"41,768"
56,58,Immortal Iron Fist,10,$2.99,Marvel,"41,353"
57,59,Salvation Run,1,$2.99,DC,"40,517"
58,60,Silver Surfer In Thy Name,1,$2.99,Marvel,"39,903"
59,64,X-Men Emperor Vulcan,3,$2.99,Marvel,"37,685"
60,65,Booster Gold,4,$2.99,DC,"37,670"
61,67,Annihilation Conquest,1,$2.99,Marvel,"35,813"
62,68,Sub-Mariner,6,$2.99,Marvel,"35,322"
63,46,Iron Man Director of Shield Annual,1,$3.99,Marvel,"34,347"
64,70,Heroes For Hire,15,$2.99,Marvel,"33,396"
65,71,Punisher,52,$2.99,Marvel,"32,897"
66,61,Death of New Gods,3,$3.50,DC,"32,644"
67,72,Countdown Search For Ray Palmer Red Rain,1,$2.99,DC,"32,598"
68,53,Moon Knight Annual,1,$3.99,Marvel,"32,291"
69,73,Nova,8,$2.99,Marvel,"32,099"
70,74,Thunderbolts Breaking Point,0,$2.99,Marvel,"32,030"
71,75,Countdown Search For Ray Palmer Gotham By Gaslight,1,$2.99,DC,"31,754"
72,76,Black Adam Dark Age,4,$2.99,DC,"31,577"
73,77,Ghost Rider,17,$2.99,Marvel,"31,569"
74,79,Star Wars Legacy,17,$2.99,Dark Horse,"31,186"
75,80,X-Men Die By The Sword,3,$2.99,Marvel,"30,273"
76,81,52 Aftermath Four Horsemen,4,$2.99,DC,"29,774"
77,82,Boys,12,$2.99,Dynamic,"29,743"
78,83,The Order,4,$2.99,Marvel,"29,735"
79,84,What If Annihilation,0,$2.99,Marvel,"29,705"
80,86,Umbrella Academy Apocalypse Suite,3,$2.99,Dark Horse,"29,497"
81,62,Countdown To Adventure,4,$3.99,DC,"28,623"
82,63,Ghost Rider Annual,1,$3.99,Marvel,"28,446"
83,87,Black Panther,32,$2.99,Marvel,"28,416"
84,88,Annihilation Conquest Star Lord,4,$2.99,Marvel,"27,725"
85,89,Ultimate Vision,5,$2.99,Marvel,"27,579"
86,66,Countdown To Mystery,3,$3.99,DC,"27,418"
87,90,Batman Confidential,11,$2.99,DC,"27,387"
88,91,Supergirl and The Legion of Super Heroes,36,$2.99,DC,"26,804"
89,92,Gotham Underground,2,$2.99,DC,"26,528"
90,93,Ms Marvel,21,$2.99,Marvel,"26,474"
91,95,Trials of Shazam,10,$2.99,DC,"25,553"
92,96,Y Last Man,59,$2.99,DC,"25,400"
93,69,Ultimates Saga,0,$3.99,Marvel,"25,392"
94,97,Birds of Prey,112,$2.99,DC,"25,108"
95,98,She-Hulk 2,23,$2.99,Marvel,"24,947"
96,99,Fables,67,$2.99,DC,"24,832"
97,100,Superman Confidential,9,$2.99,DC,"24,832"
98,101,Cable Deadpool,47,$2.99,Marvel,"24,379"
99,102,Hellboy Darkness Calls,6,$2.99,Dark Horse,"24,295"
100,103,Countdown Lord Havok and The Extremists,2,$2.99,DC,"24,187"
101,104,Spawn,172,$2.95,Image,"23,619"
102,78,Marvel Comics Presents,3,$3.99,Marvel,"23,435"
103,105,Freddy Vs Jason Vs Ash,1,$2.99,DC,"23,297"
104,106,Spider-Man Red Sonja,4,$2.99,Marvel,"22,960"
105,107,Conan,46,$2.99,Dark Horse,"22,929"
106,108,Walking Dead,44,$2.99,Image,"22,561"
107,110,Penance Relentless,3,$2.99,Marvel,"22,453"
108,85,Frank Frazettas Death Dealer,5,$3.99,Image,"22,254"
109,111,Star Wars Knights of the Old Republic,22,$2.99,Dark Horse,"21,686"
110,339,Ultimate Marvel Sampler,0,$.25,Marvel,"21,563"
111,114,Star Wars Knights of the Old Republic,23,$2.99,Dark Horse,"20,512"
112,94,Powers,27,$3.95,Marvel,"19,836"
113,116,Wonder Girl,3,$2.99,DC,"19,767"
114,117,Suicide Squad Raise Flag,3,$2.99,DC,"19,767"
115,190,Jungle Girl Px Ed,3,$1.50,Dynamic,"19,698"
116,118,Crime Bible Five Lessons of Blood,2,$2.99,DC,"19,491"
117,119,Red Sonja,27,$2.99,Dynamic,"19,292"
118,120,Spirit,11,$2.99,DC,"18,885"
119,121,Catwoman,73,$2.99,DC,"18,808"
120,122,Infinity Inc,3,$2.99,DC,"18,770"
121,123,Metal Men,4,$2.99,DC,"18,701"
122,124,Simon Dark,2,$2.99,DC,"18,486"
123,126,Lone Ranger,10,$2.99,Dynamic,"18,256"
124,127,JLA Classified,46,$2.99,DC,"18,071"
125,112,Grendel Behold Devil,1,$3.50,Dark Horse,"17,987"
126,129,JLA Classified,47,$2.99,DC,"17,826"
127,131,JSA Classified,32,$2.99,DC,"17,749"
128,132,Authority Prime,2,$2.99,DC,"17,711"
129,133,Iron Man Enter Mandarin,3,$2.99,Marvel,"17,680"
130,134,Checkmate,20,$2.99,DC,"17,657"
131,136,Mystic Arcana Sister Grimm,0,$2.99,Marvel,"17,527"
132,137,Jack of Fables,17,$2.99,DC,"17,450"
133,138,Amazing Spider-Girl,14,$2.99,Marvel,"17,404"
134,139,Uncle Sam & Freedom Fighters,3,$2.99,DC,"17,151"
135,140,Shadowpact,19,$2.99,DC,"17,097"
136,141,X-Men First Class Vol. 2,6,$2.99,Marvel,"16,959"
137,109,Marvel Atlas,1,$3.99,Marvel,"16,851"
138,142,First Born,3,$2.99,Image,"16,813"
139,143,Ex Machina,32,$2.99,DC,"16,322"
140,146,Star Wars Knights of the Old Republic Handbook,1,$2.99,Dark Horse,"15,700"
141,147,Blue Beetle,21,$2.99,DC,"15,639"
142,148,All New Atom,17,$2.99,DC,"15,524"
143,149,BPRD Killing Ground,4,$2.99,Dark Horse,"15,432"
144,113,Zombie Simon Garth,1,$3.99,Marvel,"15,424"
145,150,Freddy Vs Jason Vs Ash,2,$2.99,DC,"15,286"
146,256,Darkness First Look,0,$.99,Image,"15,086"
147,135,G.I. Joe America's Elite,29,$3.50,Devil's Due,"15,086"
148,151,Lobster Johnson Iron Prometheus,3,$2.99,Dark Horse,"15,063"
149,152,Gen 13,14,$2.99,DC,"14,825"
150,153,Metamorpho Year One,3,$2.99,DC,"14,588"
151,154,Jonah Hex,25,$2.99,DC,"14,572"
152,155,Criminal,10,$2.99,Marvel,"14,534"
153,156,Invincible,46,$2.99,Image,"14,403"
154,157,Omega Unknown,2,$2.99,Marvel,"13,981"
155,158,Gen13 Armageddon,1,$2.99,DC,"13,851"
156,159,Spawn Godslayer,5,$2.99,Image,"13,836"
157,160,Witchblade,111,$2.99,Image,"13,790"
158,125,Foolkiller,2,$3.99,Marvel,"13,774"
159,161,Metamorpho Year One,4,$2.99,DC,"13,759"
160,162,Mice Templar,2,$2.99,Image,"13,628"
161,128,X-Men Messiah Complex One Shot Mc,0,$3.99,Marvel,"13,490"
162,164,Groo Hell On Earth,1,$2.99,Dark Horse,"13,406"
163,165,Loners,6,$2.99,Marvel,"13,352"
